network_id,station_id,gap_length,placement,gap_start,season,panel,model_family,mae_deg_c,linear_boundary_mae_deg_c
arso_kamniska_bistrica,4400,90,0,2020-01-01,DJF,first_confirmation,pchip_or_linear,0.7352390293574732,0.7034554334554335
arso_kamniska_bistrica,4400,90,0,2020-01-01,DJF,first_confirmation,seasonal_boundary_ridge,0.6984939769285815,0.7034554334554335
arso_kamniska_bistrica,4400,90,0,2020-01-01,DJF,first_confirmation,donor_blup_ridge,0.6864139743902113,0.7034554334554335
arso_kamniska_bistrica,4400,90,1,2020-06-09,JJA,first_confirmation,pchip_or_linear,0.5754896621821631,0.7280097680097679
arso_kamniska_bistrica,4400,90,1,2020-06-09,JJA,first_confirmation,seasonal_boundary_ridge,0.7153764290128581,0.7280097680097679
arso_kamniska_bistrica,4400,90,1,2020-06-09,JJA,first_confirmation,donor_blup_ridge,0.6905127390796743,0.7280097680097679
arso_kamniska_bistrica,4400,90,2,2020-11-16,SON,first_confirmation,pchip_or_linear,0.7458331834569697,0.8000488400488401
arso_kamniska_bistrica,4400,90,2,2020-11-16,SON,first_confirmation,seasonal_boundary_ridge,0.80114527714717,0.8000488400488401
arso_kamniska_bistrica,4400,90,2,2020-11-16,SON,first_confirmation,donor_blup_ridge,0.7717581944848018,0.8000488400488401
arso_kamniska_bistrica,4400,90,3,2021-04-25,MAM,first_confirmation,pchip_or_linear,1.2739702573523386,1.3327472527472528
arso_kamniska_bistrica,4400,90,3,2021-04-25,MAM,first_confirmation,seasonal_boundary_ridge,1.3247285799121813,1.3327472527472528
arso_kamniska_bistrica,4400,90,3,2021-04-25,MAM,first_confirmation,donor_blup_ridge,1.2756771194158687,1.3327472527472528
arso_kamniska_bistrica,4400,90,4,2021-10-03,SON,first_confirmation,pchip_or_linear,0.987403726169576,0.9702564102564101
arso_kamniska_bistrica,4400,90,4,2021-10-03,SON,first_confirmation,seasonal_boundary_ridge,0.9585124896545355,0.9702564102564101
arso_kamniska_bistrica,4400,90,4,2021-10-03,SON,first_confirmation,donor_blup_ridge,0.9131823417689757,0.9702564102564101
arso_kamniska_bistrica,4400,180,0,2020-01-01,DJF,first_confirmation,pchip_or_linear,1.3452690607790994,0.6662553713934929
