date,EN0012A,EN0085A,GPRSC4A,GPRSC5A,GPRSC6A,GPRSC7A,GPRSC8A,E01079A
2012-12-13,2.8229166666666665,,,,,,,1.8477777777777777
2012-12-14,3.3856249999999997,,,,,,,2.5812765957446806
2012-12-15,4.37289156626506,,,,,,,3.7277083333333336
2012-12-16,4.870208333333333,,,,,,,3.6943750000000004
2012-12-17,5.53741935483871,,,,,,,4.237708333333333
2012-12-18,5.721041666666667,,,,,,,4.116666666666666
2012-12-19,5.27375,,,,,,,4.074166666666667
2012-12-20,5.72125,,,,,,,4.600520833333333
2012-12-21,6.044782608695653,,,,,,,4.629462365591398
2012-12-22,6.3825,,,,,,,5.036458333333333
2012-12-23,7.211458333333333,,,,,,,5.170208333333333
2012-12-24,6.663958333333333,,,,,,,4.898333333333333
2012-12-25,6.302083333333333,,,,,,,4.945729166666667
2012-12-26,5.783124999999999,,,,,,,4.6059375000000005
2012-12-27,5.670625,,,,,,,4.5084375
2012-12-28,6.44875,,,,,,,5.318645833333333
2012-12-29,7.667291666666667,,,,,,,6.066666666666666
2012-12-30,6.323125,,,,,,,4.932083333333334
2013-01-01,6.335833333333333,,,,,,,4.8703125
2013-01-02,6.7870833333333325,,,,,,,5.509895833333334
2013-01-03,8.017083333333334,,,,,,,6.486562500000001
2013-01-04,8.035208333333333,,,,,,,6.398854166666666
2013-01-05,8.105833333333333,,,,,,,6.435625000000001
2013-01-06,7.672083333333333,,,,,,,6.1727083333333335
2013-01-07,8.132708333333333,,,,,,,6.654406779661017
2013-01-08,8.434583333333334,,,,,,,7.222127659574468
2013-01-09,7.669791666666666,,,,,,,5.900833333333334
2013-01-10,6.395,,,,,,,4.485104166666667
2013-01-11,,,,,,,,4.46
2013-01-12,,,,,,,,3.913020833333333
2013-01-13,,,,,,,,2.8871875
2013-01-14,,,,,,,,2.931875
2013-01-15,,,,,,,,2.453125
2013-01-16,,,,,,,,1.5877083333333333
2013-01-17,,,,,,,,1.8931250000000002
2013-01-18,,,,,,,,1.2634375
2013-01-19,,,,,,,,1.3922916666666667
2013-01-20,,,,,,,,1.8935416666666667
2013-01-21,,,,,,,,1.9294791666666666
2013-01-22,,,,,,,,1.760625
2013-01-23,,,,,,,,2.0524999999999998
2013-01-24,,,,,,,,2.1485416666666666
2013-01-25,,,,,,,,1.0371875
2013-01-26,,,,,,,,1.6714583333333335
2013-01-27,,,,,,,,2.221458333333333
2013-01-28,,,,,,,,2.596979166666667
2013-01-29,,,,,,,,3.6088235294117648
2013-05-29,,,16.80666666666667,16.46857142857143,16.47714285714286,16.76,16.724285714285713,
2013-06-05,,,11.1745,11.634444444444444,11.734791666666666,11.923076923076923,11.83,
2013-06-06,,,11.073218390804598,11.516781609195403,11.69551724137931,11.858953488372093,11.76159090909091,
2013-06-07,,,11.531041666666667,12.1571875,12.304895833333333,12.215000000000002,12.225,
2013-06-08,,,11.447916666666666,12.156979166666666,12.312291666666667,12.214583333333332,12.145312500000001,
2013-06-09,,,11.266874999999999,11.910208333333335,12.1146875,12.168541666666668,12.112916666666665,
2013-06-10,,,10.647604166666666,11.147916666666667,11.261249999999999,11.294315789473684,11.21378947368421,
2013-06-11,,,10.686041666666666,10.908333333333333,11.01,11.20421052631579,11.215263157894737,
2013-06-12,,,11.797291666666666,12.272187500000001,12.464895833333335,12.709578947368422,12.86,
2013-06-13,,,11.604687499999999,12.0565625,12.192291666666668,12.338854166666666,12.389052631578947,
2013-06-14,,,11.230937500000001,11.577708333333334,11.717604166666668,11.751666666666667,11.838854166666666,
2013-06-15,,,11.1071875,11.4121875,11.575104166666668,11.384791666666667,11.585208333333334,
2013-06-16,,,11.418645833333334,11.789166666666667,12.018854166666666,11.991041666666668,12.262604166666668,
2013-06-17,,,11.344375,11.7840625,11.990625,12.263440860215054,12.3175,
2013-06-18,,,11.762500000000001,12.230833333333335,12.572916666666666,12.729270833333333,12.960729166666667,
2013-06-19,,,12.471458333333333,13.243958333333333,13.706874999999998,13.882340425531915,14.266989247311827,
2013-06-20,,,11.6540625,12.492708333333333,12.748229166666667,13.147978723404256,13.309375000000001,
2013-06-21,,,12.302395833333334,13.092395833333333,13.57,13.885578947368423,14.166595744680851,
2013-06-22,,,11.757395833333334,12.527083333333332,12.750625,12.886249999999999,13.03875,
2013-06-23,,,11.283958333333333,11.7209375,11.865625,11.95936170212766,12.087473684210526,
2013-06-24,,,10.948437499999999,11.163958333333333,11.369583333333333,11.221847826086957,11.525161290322579,
2013-06-25,,,11.014791666666667,11.481458333333334,11.739895833333334,11.459042553191491,11.749677419354839,
2013-06-26,,,11.588645833333333,12.131458333333333,12.581249999999999,12.388736842105263,12.795425531914894,
2013-06-27,,,11.161354166666667,11.718645833333333,11.946458333333332,11.867291666666667,12.028947368421052,
2013-06-28,,,11.905520833333334,12.192083333333334,12.63375,12.876842105263158,12.99936170212766,
2013-06-29,,,11.8253125,12.0909375,12.636354166666665,12.564736842105264,12.903655913978493,
2013-06-30,,,12.501263157894735,12.943333333333333,13.72625,13.751041666666666,14.065208333333333,
2013-07-01,,,11.708541666666667,12.387291666666668,12.627395833333333,12.683645833333335,12.947000000000001,
2013-07-02,,,11.1115625,11.5475,11.673541666666667,11.940416666666666,11.942795698924732,
2013-07-03,,,11.844583333333333,12.276041666666666,12.6546875,12.877291666666666,13.052105263157895,
2013-07-04,,,12.295104166666667,12.574062499999998,13.104166666666666,13.397187500000001,13.638333333333334,
2013-07-05,,,12.263333333333334,12.843229166666667,13.455208333333333,13.473854166666667,13.829444444444446,
2013-07-06,,,12.819583333333334,13.468020833333334,14.322916666666666,14.281354166666667,14.95695652173913,
2013-07-07,,,13.396770833333333,14.092395833333333,14.992604166666666,14.872395833333334,15.660851063829787,
2013-07-08,,,13.920520833333333,14.508020833333333,15.301458333333334,15.2953125,16.09521276595745,
2013-07-09,,,13.563229166666666,14.316770833333335,15.046145833333334,15.188645833333332,16.023846153846154,
2013-07-10,,,13.048854166666667,14.734375,14.781979166666666,15.2484375,15.847999999999999,
2013-07-11,,,12.686979166666667,14.115729166666666,14.2678125,14.334255319148937,14.896842105263158,
2013-07-12,,,12.909583333333332,14.3465625,14.442187500000001,14.579166666666666,15.3290625,
2013-07-13,,,13.503333333333332,15.349791666666667,15.473437500000001,15.378631578947369,16.642500000000002,
2013-07-14,,,13.474166666666667,15.272916666666667,15.4371875,15.417368421052632,16.443263157894737,
2013-07-15,,,13.261770833333335,15.060208333333334,15.1890625,15.28063157894737,16.18586956521739,
2013-07-16,,,13.366458333333334,15.095520833333333,15.267083333333334,15.150104166666667,16.258064516129032,
2013-07-17,,,13.745,15.479895833333332,15.618020833333333,15.516875,16.841473684210527,
2013-07-18,,,13.842395833333333,15.701875000000001,15.867916666666666,15.721770833333332,17.224787234042555,
2013-07-19,,,14.085729166666667,15.870416666666666,16.047916666666666,15.667578947368423,17.34294736842105,
2013-07-20,,,14.012916666666667,15.7171875,15.803541666666668,16.011145833333334,17.027368421052632,
2013-07-21,,,13.3378125,14.643645833333332,14.718645833333333,15.534166666666666,15.848421052631577,
2013-07-22,,,13.755208333333334,15.115729166666666,15.227291666666666,15.470729166666667,16.6440625,
2013-07-23,,,14.5459375,16.055,16.015104166666667,16.905263157894737,17.236875,
2013-07-24,,,13.974479166666667,15.567395833333334,15.657291666666666,16.800842105263158,16.95308510638298,
2013-07-25,,,13.767291666666667,15.323333333333332,15.4146875,16.64375,16.782315789473685,
2013-07-26,,,13.522395833333334,14.998229166666667,15.097187499999999,15.924999999999999,16.100319148936173,
2013-07-27,,,13.386354166666665,14.610833333333334,14.672916666666666,15.498333333333333,15.748085106382979,
2013-07-28,,,15.232604166666667,14.47875,15.565,15.84537634408602,15.950208333333334,
2013-07-29,,,14.298541666666667,14.225520833333334,15.193125,15.708020833333334,15.865909090909092,
2013-07-30,,,13.67125,13.668125000000002,14.6434375,15.182291666666666,15.3161797752809,
2013-07-31,,,13.406041666666667,13.411666666666667,14.179791666666667,14.964583333333332,15.045816326530613,
2013-08-01,,,14.914583333333333,14.134270833333334,15.630833333333333,16.42694736842105,17.099270833333332,
2013-08-02,,,14.465833333333334,14.668333333333335,15.814583333333333,16.634946236559138,17.086666666666666,
2013-08-03,,,13.958645833333334,14.264270833333335,15.114895833333334,15.645894736842104,15.83621052631579,
2013-08-04,,,13.267916666666666,13.755625,14.2203125,15.079270833333332,15.035263157894736,
2013-08-05,,,13.790729166666667,13.836770833333333,14.5234375,15.07875,15.163854166666667,
2013-08-06,,,12.527073170731708,13.254117647058823,12.978648648648647,13.398571428571428,13.076521739130435,
