date,GPRSA9A,GSML37,EN0099A,EN0100A,EN0101A,EP0124A,EP0130A,EP0137A
2013-10-10,,,,,,11.814375,11.643333333333333,
2013-10-11,,,,,,11.744791666666666,11.021666666666667,
2013-10-12,,,,,,12.348958333333334,11.970625,
2013-10-13,,,,,,12.52875,11.955833333333333,
2013-10-14,,,,,,12.348125000000001,11.990208333333333,
2013-10-15,,,,,,11.648541666666667,10.838333333333333,
2013-10-16,,,,,,13.419583333333334,13.040625,
2013-10-17,,,,,,13.881458333333333,13.464583333333332,
2013-10-18,,,,,,13.768541666666666,13.596874999999999,
2013-10-19,,,,,,14.141875,13.968541666666667,
2013-10-20,,,,,,13.583333333333334,13.373333333333333,
2013-10-21,,,,,,14.155208333333334,13.911458333333334,
2013-10-22,,,,,,14.118125,13.94127659574468,
2013-10-23,,,,,,13.304375,13.068958333333333,
2013-10-24,,,,,,13.153541666666667,12.596041666666666,
2013-10-25,,,,,,14.059791666666667,13.71875,
2013-10-26,,,,,,13.629375000000001,13.354999999999999,
2013-10-27,,,,,,12.953125,12.685833333333333,
2013-10-28,,,,,,12.91125,12.600208333333335,
2013-10-29,,,,,,12.025,11.715833333333334,
2013-10-30,,,,,,12.359791666666666,11.784999999999998,
2013-10-31,,,,,,12.500208333333333,12.030833333333334,
2013-11-01,,,,,,12.763541666666667,12.293125000000002,
2013-11-02,,,,,,12.158125,10.459375,
2013-11-03,,,,,,11.337708333333333,9.896041666666667,
2013-11-04,,,,,,12.028125000000001,11.513125,
2013-11-05,,,,,,12.146875,11.797708333333333,
2013-11-06,,,,,,12.809583333333334,12.480625000000002,
2013-11-07,,,,,,12.02808510638298,11.702765957446807,
2013-11-08,,,,,,11.455416666666666,10.965833333333334,
2013-11-09,,,,,,11.524375,11.038958333333333,
2013-11-10,,,,,,11.662291666666667,11.235833333333334,
2013-11-11,,,,,,12.409999999999998,12.046875,
2013-11-12,,,,,,11.987916666666665,11.685833333333333,
2013-11-13,,,,,,11.275,10.775,
2013-11-14,,,,,,11.331874999999998,11.028125000000001,
2013-11-15,,,,,,11.57125,11.150416666666667,
2013-11-16,,,,,,11.554166666666667,11.091666666666667,
2013-11-17,,,,,,11.653333333333334,11.215833333333334,
2013-11-18,,,,,,11.418333333333335,11.00625,
2013-11-19,,,,,,10.369166666666667,9.860833333333334,
2013-11-20,,,,,,10.469583333333334,9.942291666666668,
2013-11-21,,,,,,9.8675,9.718124999999999,
2013-11-22,,,,,,8.959166666666667,8.951875,
2013-11-23,,,,,,8.651458333333332,7.714166666666667,
2013-11-24,,,,,,8.635208333333333,7.452916666666667,
2013-11-25,,,,,,8.709791666666666,6.449583333333333,
2013-11-26,,,,,,8.009375,4.801875,
2013-11-27,,,,,,9.636666666666667,9.005625,
2013-11-28,,,,,,10.037708333333333,9.451666666666666,
2013-11-29,,,,,,9.854375,9.241666666666667,
2013-11-30,,,,,,9.152916666666666,7.025625000000001,
2013-12-01,,,,,,8.510416666666666,5.3220833333333335,
2013-12-02,,,,,,9.243958333333333,7.7225,
2013-12-03,,,,,,9.298541666666667,7.7472916666666665,
2013-12-04,,,,,,9.49888888888889,8.280384615384616,
2014-01-17,,,,,,,,13.36
2014-01-20,,,,,,,,8.45475
2014-01-21,,,,,,,,8.740104166666667
2014-01-22,,,,,,,,10.015104166666667
2014-01-23,,,,,,,,10.1346875
2014-01-24,,,,,,,,9.691666666666666
2014-01-25,,,,,,,,9.909270833333332
2014-01-26,,,,,,,,9.0625
2014-01-27,,,,,,,,7.676770833333333
2014-01-28,,,,,,,,8.820729166666666
2014-01-29,,,,,,,,9.133229166666666
2014-01-30,,,,,,,,8.236770833333333
2014-01-31,,,,,,,,7.835208333333333
2014-02-01,,,,,,,,7.768020833333334
2014-02-02,,,,,,,,7.853750000000001
2014-02-03,,,,,,,,8.8178125
2014-02-04,,,,,,,,9.4240625
2014-02-05,,,,,,,,9.507
2014-02-06,,,,,,,,11.057142857142857
2014-02-07,,,,,,,,10.932395833333333
2014-02-08,,,,,,,,10.493645833333334
2014-02-09,,,,,,,,10.576875
2014-02-10,,,,,,,,10.8384375
2014-02-11,,,,,,,,10.913020833333334
2014-02-12,,,,,,,,10.596145833333333
2014-02-13,,,,,,,,10.577395833333332
2014-02-14,,,,,,,,10.2878125
2014-02-15,,,,,,,,10.83375
2014-02-16,,,,,,,,10.929375
2014-02-17,,,,,,,,11.29
2014-02-18,,,,,,,,11.34875
2014-02-19,,,,,,,,11.856145833333334
2014-02-20,,,,,,,,11.845729166666667
2014-02-21,,,,,,,,11.346874999999999
2014-02-22,,,,,,,,11.5803125
2014-02-23,,,,,,,,12.171458333333334
2014-02-24,,,,,,,,11.938541666666666
2014-02-25,,,,,,,,11.511979166666668
2014-02-26,,,,,,,,11.622083333333334
2014-02-27,,,,,,,,11.4078125
2014-02-28,,,,,,,,10.807812499999999
2014-03-01,,,,,,,,11.341875
2014-03-02,,,,,,,,11.504583333333334
2014-03-03,,,,,,,,10.733333333333333
2014-03-12,,,,,,,,16.38
2014-03-13,,,,,,,,16.69076923076923
