station_id,target,contrast,lag_days,skill_gain,n_anchor_events,std,standard_error,ci_lower,ci_upper,status
P3,T,lagged_C,-3.0,0.06920808483550109,160,0.3959780685786045,0.03130481500456859,0.007850647426546654,0.13056552224445553,ok
P3,T,lagged_C,-1.0,0.06848772001318436,160,0.39782336707317656,0.03145069865971178,0.006844350640149273,0.13013108938621945,ok
P3,T,lagged_C,1.0,0.06780907582236885,160,0.40086851906314613,0.031691439062454224,0.005693855259958573,0.12992429638477912,ok
P3,T,lagged_C,3.0,0.06780907582236885,160,0.40086851906314613,0.031691439062454224,0.005693855259958573,0.12992429638477912,ok
P3,T,lagged_C,7.0,0.06780907582236885,160,0.40086851906314613,0.031691439062454224,0.005693855259958573,0.12992429638477912,ok
P3,T,lagged_C,14.0,0.06780907582236885,160,0.40086851906314613,0.031691439062454224,0.005693855259958573,0.12992429638477912,ok
P3,T,lagged_C,30.0,0.06780907582236885,160,0.40086851906314613,0.031691439062454224,0.005693855259958573,0.12992429638477912,ok
P3,T,observed_same_day_C,0.0,0.06780907582236885,160,0.40086851906314613,0.031691439062454224,0.005693855259958573,0.12992429638477912,ok
P3,T,past_only_C,1.0,0.06780907582236885,160,0.40086851906314613,0.031691439062454224,0.005693855259958573,0.12992429638477912,ok
P3,T,seasonal_residual_block_permutation,0.0,0.06509455169741643,160,0.40464122698679555,0.031989697812086645,0.0023947439857266023,0.12779435940910627,ok
P3,T,station_identity_permutation,0.0,0.0692042477764738,160,0.39978531592918587,0.03160580433565555,0.007256871278588914,0.13115162427435867,ok
S2,T,lagged_C,-30.0,0.16575737130775775,160,0.2853533546106923,0.022559163463487443,0.12154141091932236,0.20997333169619314,ok
S2,T,lagged_C,-14.0,0.1675645133448861,160,0.2811245035970434,0.022224843436271385,0.12400382020979417,0.211125206479978,ok
S2,T,lagged_C,-7.0,0.167493907434661,160,0.28188439475634974,0.022284918107202234,0.12381546794454462,0.21117234692477738,ok
S2,T,lagged_C,-3.0,0.16644100205797338,160,0.28441526459722377,0.022485000936166982,0.1223704002230861,0.21051160389286067,ok
S2,T,lagged_C,-1.0,0.1669598579669039,160,0.2852754860390669,0.02255300741237544,0.12275596343864804,0.21116375249515978,ok
S2,T,lagged_C,1.0,0.16698109275559098,160,0.28593175794387077,0.022604890261964376,0.12267550784214079,0.21128667766904116,ok
S2,T,lagged_C,3.0,0.16698109275559098,160,0.28593175794387077,0.022604890261964376,0.12267550784214079,0.21128667766904116,ok
S2,T,lagged_C,7.0,0.16698109275559098,160,0.28593175794387077,0.022604890261964376,0.12267550784214079,0.21128667766904116,ok
S2,T,lagged_C,14.0,0.16698109275559098,160,0.28593175794387077,0.022604890261964376,0.12267550784214079,0.21128667766904116,ok
S2,T,lagged_C,30.0,0.1645991446627283,160,0.284963224601006,0.02252832097813264,0.12044363554558832,0.20875465377986827,ok
S2,T,observed_same_day_C,0.0,0.16698109275559098,160,0.28593175794387077,0.022604890261964376,0.12267550784214079,0.21128667766904116,ok
S2,T,past_only_C,1.0,0.16698109275559098,160,0.28593175794387077,0.022604890261964376,0.12267550784214079,0.21128667766904116,ok
S2,T,seasonal_residual_block_permutation,0.0,0.03546632844421516,160,0.3986670293232411,0.03151739601686444,-0.026307767748839132,0.09724042463726945,ok
S2,T,station_identity_permutation,0.0,0.0373320840071,160,0.3835056825195615,0.030318786309480907,-0.022092737159482574,0.09675690517368257,ok
