station_id,model,experiment,mask_type,gap_length,pattern,target,metric,mean,median,std,ci_lower,ci_upper,n_events,ci_method,reason
B1,air_hydro,M2,block,30.0,T+F+L,T,skill,-0.20744952915029638,0.035605798982481895,0.7029695494018934,-0.5261113024129167,0.06566047134235463,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,30.0,T+L,T,MAE,0.7861617715947808,0.7336301159536187,0.49714454895364274,0.5878831874929642,0.9934033871380094,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,30.0,T+L,T,RMSE,0.936144506756996,0.888941900710227,0.5504422292273228,0.7190203115550214,1.1847699728025933,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,30.0,T+L,T,skill,-0.11486321214398906,0.10043664080767978,0.582970513516371,-0.3772572746122424,0.10271091604918466,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T,T,MAE,2.1750231407616045,2.410039331416324,0.6232676865258422,1.8933871046295092,2.41489643167697,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T,T,RMSE,2.315485920497708,2.465538321222941,0.5793302292257282,2.0467140727367314,2.5503276698536643,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T,T,skill,-3.002195014433834,-2.634293445402232,2.4215952313707425,-4.081255407987998,-1.981328548664391,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T+F,T,MAE,2.6964870161206473,2.3657321866048524,1.0063445862824691,2.249226349941297,3.152200177638597,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T+F,T,RMSE,2.8375512740993747,2.525201167970399,0.999600652040255,2.4249130827999603,3.275328286169339,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T+F,T,skill,-3.4928324249972755,-3.390113415750943,1.9626258933386518,-4.255603866547449,-2.6183598309469955,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T+F+L,T,MAE,0.7287423518647274,0.7189317171690597,0.3059326038307542,0.6007013828473203,0.8595520468388825,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T+F+L,T,RMSE,0.8727742317200031,0.883756975503828,0.3477262852922752,0.7273872301030252,1.0199148137767784,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T+F+L,T,skill,-0.09403567468317797,-0.020139327567616938,0.2949955253938946,-0.22314894760655352,0.026152803855664427,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T+L,T,MAE,0.805940353090001,0.7902974372201201,0.37521736851009835,0.6566741868001763,0.9723714495006789,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T+L,T,RMSE,0.9817195244913194,0.9714710100913431,0.44414088973644517,0.7929251793077712,1.1817386084540984,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,90.0,T+L,T,skill,-0.17133579643550892,-0.10641363904243761,0.2753851965603732,-0.2882953118151873,-0.055916847668542234,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T,T,MAE,2.098162167025185,2.291160938858618,0.5070609860856367,1.872212107356653,2.287983143827886,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T,T,RMSE,2.28302769452256,2.431733375022234,0.4662756870810277,2.0811495587742828,2.463008379365612,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T,T,skill,-2.1854022079033735,-2.3229373743885056,1.155909885386563,-2.672416399830597,-1.7244194415578604,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T+F,T,MAE,2.577316536917466,2.6398496069756603,0.8132648341098617,2.229154976865037,2.924271078677315,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T+F,T,RMSE,2.7843768101299076,2.822468611462161,0.8291692113606939,2.4240440425492964,3.1231924167814404,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T+F,T,skill,-2.7365932368479484,-3.224343637755432,1.0429448062426414,-3.162204137302485,-2.291944666630478,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T+F+L,T,MAE,0.7264553940035442,0.7170091112165053,0.19464894298191127,0.6459956922612143,0.808844184149635,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T+F+L,T,RMSE,0.9045208362739638,0.9307989867012485,0.23383391335318887,0.8002034731895235,1.0087686938801255,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T+F+L,T,skill,-0.03468297904859561,-0.02316124776409456,0.15433865887379367,-0.10039212412931553,0.035566290530596116,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T+L,T,MAE,0.8076122702643185,0.8924583812812569,0.27148462216750185,0.6869071956484268,0.9242718799557292,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T+L,T,RMSE,1.0337655607862613,1.1814826711037636,0.32494419232110666,0.8911250416241039,1.1769393785238849,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M2,block,180.0,T+L,T,skill,-0.13361292089065796,-0.07687840388486933,0.225445565279542,-0.23023198077029983,-0.04245349706964061,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T,T,MAE,1.9938660433907356,2.1256427287271653,0.5900695695031211,1.7492681125686493,2.242771758049209,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T,T,RMSE,2.129774131935368,2.178136402108113,0.5851441317943941,1.8847705770605439,2.3684664545271734,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T,T,skill,-1.6674845604332131,-1.9320362157543878,1.4018918509620641,-2.3079188647743027,-1.0731521853555428,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T+F,T,MAE,2.4025670328886397,2.5441984510943674,0.869508873375875,2.0523061235598927,2.7745524673254334,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T+F,T,RMSE,2.6146035593150163,2.695628667791217,0.9596048107293248,2.1786182336549187,3.0316401331460248,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T+F,T,skill,-2.2303236272253795,-2.2700261615055766,1.7917513482272291,-2.9882845539020377,-1.457645421409727,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T+F+L,T,MAE,0.8495328574848544,0.9371608141729146,0.2563902044234141,0.7473844392081536,0.957306407064024,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T+F+L,T,RMSE,1.0026903706333938,1.0844255105994869,0.277551195390306,0.8814872748303986,1.1169087515028424,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T+F+L,T,skill,-0.019153419469219713,0.02106746583446817,0.33783691081009276,-0.16827498175077604,0.12486292104911,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T+L,T,MAE,0.8889783857797859,0.9083493245539533,0.39477112546131177,0.7290975486293525,1.0561861486884518,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T+L,T,RMSE,1.0753956799457693,1.0148513483677808,0.4865415346142555,0.869263967219889,1.2919818431449508,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,10.0,T+L,T,skill,-0.022095780007137123,0.11544375283599351,0.37164509653712685,-0.19068220322281668,0.1220155008998246,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T,T,MAE,1.8794278083206553,1.9020470755065695,0.5390304948862804,1.653015705708045,2.0951898735994767,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T,T,RMSE,2.05945386630298,2.022472267020132,0.5409515842958066,1.8367969286718855,2.304310772086216,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T,T,skill,-1.6832070029855235,-1.8201158419197474,1.113696361847698,-2.1563020333283798,-1.2200194904765576,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T+F,T,MAE,2.2916679474890036,1.9595756603332193,0.7976337429029245,1.9809553096711114,2.6459474977547184,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T+F,T,RMSE,2.5340155814782666,2.359623923045051,0.8529080305285739,2.1875726683266787,2.882532973994663,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T+F,T,skill,-2.2000239920294105,-2.1891685701204726,1.398836708045418,-2.877400196793445,-1.6184528826387417,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T+F+L,T,MAE,0.7848787663527278,0.6849200542664322,0.2916133782531304,0.6622903897157162,0.9142218671571951,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T+F+L,T,RMSE,0.919985628853398,0.8553720068403023,0.3093057709232727,0.7885566203333433,1.0529638254582534,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T+F+L,T,skill,-0.015340003078637098,-0.03650268321034622,0.26458885454469605,-0.13225798523635723,0.09292709635563356,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T+L,T,MAE,0.8461465144316869,0.8295461744340283,0.37619424895340153,0.6862136047867233,1.0126148516110165,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T+L,T,RMSE,1.0340708328118908,1.0758640409218525,0.43930709865418666,0.8582965352012898,1.2175003875881834,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,30.0,T+L,T,skill,-0.05133643841532777,0.01742176216386826,0.2989198372256597,-0.18065178440058685,0.08025018534731503,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T,T,MAE,1.9209586378679624,2.000532851700779,0.3258561112905548,1.7816893395911082,2.0571896589958367,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T,T,RMSE,2.1447629884190857,2.2766453469683396,0.33054315948253943,2.001569957760474,2.28183941490714,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T,T,skill,-1.5179761448095235,-1.463328324930281,0.8006476893064196,-1.8603273414640495,-1.181210389037411,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T+F,T,MAE,2.5607385321389087,2.435388611097596,0.6517206898800223,2.296781698757744,2.8679932298526842,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T+F,T,RMSE,2.8455272282330197,2.7138074589571133,0.6663329417119154,2.557634404357794,3.135761461570863,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T+F,T,skill,-2.2628759488347177,-2.128816563798193,0.8431258032397448,-2.620850799776761,-1.8964256770417987,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T+F+L,T,MAE,0.8103295643011826,0.7746966232680613,0.1740605746276809,0.739450471446125,0.8853884344287557,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T+F+L,T,RMSE,0.996613041920655,0.9585785108798295,0.1840031449584494,0.913753629239591,1.0724184690374923,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T+F+L,T,skill,-0.02909494139612776,0.047540733570714255,0.24081770341584585,-0.1326155724402428,0.06621497690503554,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T+L,T,MAE,0.9322867497817839,0.8539176356058547,0.2596248308290447,0.8188219444159367,1.0532912328861146,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T+L,T,RMSE,1.1639613903869819,1.151095164841245,0.27056867554816194,1.0585988214941515,1.273460882887671,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,90.0,T+L,T,skill,-0.15543363759360324,-0.0942428205378888,0.2219681804886211,-0.2536484298974872,-0.06926388400882073,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T,T,MAE,1.9238820117328264,2.0317026508087865,0.26346363278872065,1.8069064167587083,2.0306016873801838,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T,T,RMSE,2.153319661861632,2.191177933005103,0.22398452314173561,2.066460263357085,2.249751371429891,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T,T,skill,-1.142182136717381,-1.1238829238399437,0.4649443483414664,-1.3412488877177837,-0.9352617040786306,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T+F,T,MAE,2.522667046553461,2.5415769890842177,0.39915078923859093,2.3512965181496637,2.6974833020914133,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T+F,T,RMSE,2.8463118370984897,2.9265999516187593,0.4237227342781729,2.675221695814691,3.0259773991551664,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T+F,T,skill,-1.781275706630225,-1.7982783355134861,0.5319777673322288,-1.9908272494803907,-1.5552810861280482,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T+F+L,T,MAE,0.8156683492490929,0.8221872948784019,0.11936724642892256,0.7662507998726217,0.8659945417511342,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T+F+L,T,RMSE,1.0083561883609147,1.0158984964213986,0.1248682642096445,0.9497797048396437,1.056394818182971,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T+F+L,T,skill,0.10981798078663545,0.09805983411668467,0.1066641087011299,0.06692758664588856,0.15546990145202694,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T+L,T,MAE,0.9808279965045225,0.9609230676787761,0.169418013011948,0.9138647852734507,1.0512729416315256,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T+L,T,RMSE,1.2377230852778311,1.217640379530128,0.18155433581437044,1.1608578562870504,1.3111352492998667,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_hydro,M3,multiblock,180.0,T+L,T,skill,-0.06709806519392622,-0.062120029443263336,0.13466177020572964,-0.12333114859515709,-0.0073488383770186705,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T,T,MAE,0.6071681501481997,0.6104666410322976,0.3387853895612819,0.47748762208005685,0.7562193437964472,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T,T,RMSE,0.6964038965956421,0.6940663693208762,0.3649408893821026,0.551892532977622,0.857216520825706,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T,T,skill,-0.17687492727218707,0.08885416073470814,0.8722002011547756,-0.5827002506399531,0.14037525525873165,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T+F,T,MAE,0.6071681501481997,0.6104666410322976,0.3387853895612819,0.47497635447307657,0.7570021710801379,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T+F,T,RMSE,0.6964038965956421,0.6940663693208762,0.3649408893821026,0.5491395149842866,0.8562618325035403,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T+F,T,skill,-0.17687492727218707,0.08885416073470814,0.8722002011547756,-0.59037529373783,0.14847053641330743,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T+F+L,T,MAE,0.6071681501481997,0.6104666410322976,0.3387853895612819,0.4727835678848639,0.7412387293770801,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T+F+L,T,RMSE,0.6964038965956421,0.6940663693208762,0.3649408893821026,0.5525844586813837,0.8544080743412453,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T+F+L,T,skill,-0.17687492727218707,0.08885416073470814,0.8722002011547756,-0.591361196069475,0.14793784760443646,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T+L,T,MAE,0.6071681501481997,0.6104666410322976,0.3387853895612819,0.4636194252552232,0.7679575077733964,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T+L,T,RMSE,0.6964038965956421,0.6940663693208762,0.3649408893821026,0.548660879710742,0.8471835616153983,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,10.0,T+L,T,skill,-0.17687492727218707,0.08885416073470814,0.8722002011547756,-0.6101792473096666,0.13691822836571896,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T,T,MAE,0.6693606994342314,0.6413238257483611,0.3189194042598987,0.5403201416334741,0.8067802740846365,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T,T,RMSE,0.7861085510635732,0.7451740253935982,0.35208447111206875,0.6328793581135602,0.9340355032998134,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T,T,skill,-0.0028231462533480356,0.09899104275095216,0.3775394076024021,-0.16306043563435385,0.14212235276670643,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T+F,T,MAE,0.6693606994342314,0.6413238257483611,0.3189194042598987,0.5426917533106146,0.8137240383466152,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T+F,T,RMSE,0.7861085510635732,0.7451740253935982,0.35208447111206875,0.6416409505025619,0.9458138867755148,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T+F,T,skill,-0.0028231462533480356,0.09899104275095216,0.3775394076024021,-0.1731884030220344,0.1421864246313619,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T+F+L,T,MAE,0.6693606994342314,0.6413238257483611,0.3189194042598987,0.5426581829692877,0.807443017042933,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T+F+L,T,RMSE,0.7861085510635732,0.7451740253935982,0.35208447111206875,0.6341329192985922,0.9314865465705475,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T+F+L,T,skill,-0.0028231462533480356,0.09899104275095216,0.3775394076024021,-0.15462246291337825,0.14697161416391233,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T+L,T,MAE,0.6693606994342314,0.6413238257483611,0.3189194042598987,0.5473736614908277,0.8138973322894848,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T+L,T,RMSE,0.7861085510635732,0.7451740253935982,0.35208447111206875,0.6538350304041564,0.9384053291407526,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,30.0,T+L,T,skill,-0.0028231462533480356,0.09899104275095216,0.3775394076024021,-0.15972524963150603,0.13957525422808167,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T,T,MAE,0.6441578342055136,0.6376242068585581,0.24861537623202404,0.5331780668675067,0.7474001321914991,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T,T,RMSE,0.7908470755475084,0.8119955366795972,0.2997265467639436,0.6596929999660706,0.9166395055895343,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T,T,skill,0.03752345793650577,0.025767798962392174,0.14328731689662336,-0.024143323500260033,0.10064443059075916,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T+F,T,MAE,0.6441578342055136,0.6376242068585581,0.24861537623202404,0.5390485301468363,0.7499212273397832,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T+F,T,RMSE,0.7908470755475084,0.8119955366795972,0.2997265467639436,0.6617678417658471,0.9108980124820497,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T+F,T,skill,0.03752345793650577,0.025767798962392174,0.14328731689662336,-0.025852451805333118,0.09937329976657708,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T+F+L,T,MAE,0.6441578342055136,0.6376242068585581,0.24861537623202404,0.5368031111037372,0.7538052298424444,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T+F+L,T,RMSE,0.7908470755475084,0.8119955366795972,0.2997265467639436,0.6677018544197817,0.9380905368387358,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T+F+L,T,skill,0.03752345793650577,0.025767798962392174,0.14328731689662336,-0.02344452504280434,0.10368315133005693,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T+L,T,MAE,0.6441578342055136,0.6376242068585581,0.24861537623202404,0.5496970299092863,0.7563199113687484,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T+L,T,RMSE,0.7908470755475084,0.8119955366795972,0.2997265467639436,0.6688987630456866,0.9182888322957241,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,90.0,T+L,T,skill,0.03752345793650577,0.025767798962392174,0.14328731689662336,-0.022215443017021372,0.09647612476169441,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,180.0,T,T,MAE,0.6580464902196522,0.6511164392373467,0.1645039624551479,0.5919436612100036,0.7265288550796009,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,180.0,T,T,RMSE,0.8342478301087638,0.8422531282069405,0.20819106511864735,0.7549936519576342,0.9296841016726449,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,180.0,T,T,skill,0.06280805560958631,0.028507467880173665,0.10302493893050431,0.022749525192232407,0.10682799912284313,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,180.0,T+F,T,MAE,0.6580464902196522,0.6511164392373467,0.1645039624551479,0.5907428097153093,0.7269562274118803,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,180.0,T+F,T,RMSE,0.8342478301087638,0.8422531282069405,0.20819106511864735,0.7494110500558405,0.9271002390336313,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,180.0,T+F,T,skill,0.06280805560958631,0.028507467880173665,0.10302493893050431,0.01780202633706848,0.11042153584149059,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,180.0,T+F+L,T,MAE,0.6580464902196522,0.6511164392373467,0.1645039624551479,0.5870035670425687,0.7246208881913391,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,180.0,T+F+L,T,RMSE,0.8342478301087638,0.8422531282069405,0.20819106511864735,0.7473684309231807,0.9146066151009006,20,percentile bootstrap over scenario_id (1000 replicates),
B1,air_only,M2,block,180.0,T+F+L,T,skill,0.06280805560958631,0.028507467880173665,0.10302493893050431,0.020677131670384295,0.10574667947672249,20,percentile bootstrap over scenario_id (1000 replicates),
