policy,metric,baseline_distortion,budget_distortion_mean,budget_distortion_sd,reduction_mean,reduction_sd
oracle_p90,phase_doy,92.25576564519636,93.49276535033684,0.0,-0.013408372869591956,0.0
oracle_p90,p90,21.715166666666708,20.81987386449179,0.0,0.04122891690945263,0.0
oracle_p90,summer_max,18.000000000000007,18.40000000000001,0.0,-0.022222222222222365,0.0
oracle_p90,exceed_20_days,2477.0,2170.0,0.0,0.12394025030278566,0.0
oracle_p90,exceed_25_days,536.0,716.0,0.0,-0.33582089552238803,0.0
oracle_p90,degree_days_10,23856.73833333333,22507.515187466932,0.0,0.05655522255451095,0.0
oracle_p90,trend_slope,4.253413046061458,4.268207191963645,0.0,-0.00347818228372776,0.0
oracle_p90,combined,,,0.0,-0.008572467256077554,0.0
oracle_summer_max,annual_mean,10.545066151015071,10.44045504766293,0.0,0.009920383794090437,0.0
oracle_summer_max,summer_mean,21.462603769137107,20.28470343411742,0.0,0.0548815207926211,0.0
oracle_summer_max,amplitude,29.501283832181294,32.147524654029034,0.0,-0.08969917502238012,0.0
oracle_summer_max,phase_doy,92.25576564519636,88.96612264194138,0.0,0.03565785813221167,0.0
oracle_summer_max,p90,21.715166666666708,20.592740010579444,0.0,0.051688604251433845,0.0
oracle_summer_max,summer_max,18.000000000000007,18.300000000000008,0.0,-0.016666666666666607,0.0
oracle_summer_max,exceed_20_days,2477.0,2501.0,0.0,-0.00968914008881705,0.0
oracle_summer_max,exceed_25_days,536.0,638.0,0.0,-0.19029850746268662,0.0
oracle_summer_max,degree_days_10,23856.73833333333,22677.48293973286,0.0,0.049430704948998816,0.0
oracle_summer_max,trend_slope,4.253413046061458,4.865375142065961,0.0,-0.1438755393321518,0.0
oracle_summer_max,combined,,,0.0,-0.024864995665334632,0.0
oracle_exceed_20_days,annual_mean,10.545066151015071,10.819835476420248,0.0,-0.026056671572300072,0.0
oracle_exceed_20_days,summer_mean,21.462603769137107,22.345137533442458,0.0,-0.041119603837369345,0.0
oracle_exceed_20_days,amplitude,29.501283832181294,32.9549905225269,0.0,-0.11706970821988949,0.0
oracle_exceed_20_days,phase_doy,92.25576564519636,92.14060784126477,0.0,0.001248245062259623,0.0
oracle_exceed_20_days,p90,21.715166666666708,22.952233347574936,0.0,-0.056967864898184395,0.0
oracle_exceed_20_days,summer_max,18.000000000000007,18.000000000000007,0.0,0.0,0.0
oracle_exceed_20_days,exceed_20_days,2477.0,2502.0,0.0,-0.010092854259184492,0.0
oracle_exceed_20_days,exceed_25_days,536.0,687.0,0.0,-0.28171641791044766,0.0
oracle_exceed_20_days,degree_days_10,23856.73833333333,23719.90480595904,0.0,0.005735634329488537,0.0
oracle_exceed_20_days,trend_slope,4.253413046061458,4.059830079601116,0.0,0.045512383670237355,0.0
oracle_exceed_20_days,combined,,,0.0,-0.048052685763538994,0.0
oracle_exceed_25_days,annual_mean,10.545066151015071,10.5732453503196,0.0,-0.002672263872125491,0.0
oracle_exceed_25_days,summer_mean,21.462603769137107,22.854865778632945,0.0,-0.06486920340475599,0.0
oracle_exceed_25_days,amplitude,29.501283832181294,34.73175007523496,0.0,-0.17729622455779537,0.0
oracle_exceed_25_days,phase_doy,92.25576564519636,90.6883043555932,0.0,0.01699038839080702,0.0
oracle_exceed_25_days,p90,21.715166666666708,22.765681078592987,0.0,-0.04837699051782285,0.0
oracle_exceed_25_days,summer_max,18.000000000000007,18.000000000000007,0.0,0.0,0.0
oracle_exceed_25_days,exceed_20_days,2477.0,2603.0,0.0,-0.0508679854662899,0.0
oracle_exceed_25_days,exceed_25_days,536.0,733.0,0.0,-0.3675373134328359,0.0
oracle_exceed_25_days,degree_days_10,23856.73833333333,24428.09071942647,0.0,-0.023949308497667854,0.0
oracle_exceed_25_days,trend_slope,4.253413046061458,4.726339870981616,0.0,-0.11118760858602128,0.0
oracle_exceed_25_days,combined,,,0.0,-0.08297665099445076,0.0
oracle_degree_days_10,annual_mean,10.545066151015071,7.996979783535199,0.0,0.24163777931678432,0.0
oracle_degree_days_10,summer_mean,21.462603769137107,16.035645980523835,0.0,0.25285644961759735,0.0
oracle_degree_days_10,amplitude,29.501283832181294,29.09970958853822,0.0,0.013612093830473126,0.0
oracle_degree_days_10,phase_doy,92.25576564519636,68.82622531576533,0.0,0.25396288422273783,0.0
oracle_degree_days_10,p90,21.715166666666708,18.103223492940312,0.0,0.16633274011526755,0.0
oracle_degree_days_10,summer_max,18.000000000000007,18.000000000000007,0.0,0.0,0.0
oracle_degree_days_10,exceed_20_days,2477.0,2112.0,0.0,0.14735567218409362,0.0
oracle_degree_days_10,exceed_25_days,536.0,641.0,0.0,-0.19589552238805963,0.0
oracle_degree_days_10,degree_days_10,23856.73833333333,16409.723788350413,0.0,0.3121556032065679,0.0
oracle_degree_days_10,trend_slope,4.253413046061458,3.7206400509360362,0.0,0.1252577610864185,0.0
oracle_degree_days_10,combined,,,0.0,0.13172754611918805,0.0
oracle_trend_slope,annual_mean,10.545066151015071,9.04321390742865,0.0,0.1424222685830997,0.0
oracle_trend_slope,summer_mean,21.462603769137107,21.170295508727325,0.0,0.013619422114576674,0.0
oracle_trend_slope,amplitude,29.501283832181294,28.420351630545692,0.0,0.036640174976265705,0.0
oracle_trend_slope,phase_doy,92.25576564519636,75.0152122218702,0.0,0.18687778810086608,0.0
oracle_trend_slope,p90,21.715166666666708,20.759939010620148,0.0,0.04398896267800034,0.0
oracle_trend_slope,summer_max,18.000000000000007,18.40000000000001,0.0,-0.022222222222222365,0.0
oracle_trend_slope,exceed_20_days,2477.0,2413.0,0.0,0.02583770690351228,0.0
oracle_trend_slope,exceed_25_days,536.0,621.0,0.0,-0.15858208955223874,0.0
oracle_trend_slope,degree_days_10,23856.73833333333,21245.069180882758,0.0,0.10947301831287948,0.0
oracle_trend_slope,trend_slope,4.253413046061458,3.805754374154319,0.0,0.10524693159571197,0.0
oracle_trend_slope,combined,,,0.0,0.048330196149045115,0.0
oracle_combined,annual_mean,10.545066151015071,8.680192019528114,0.0,0.1768480258710794,0.0
oracle_combined,summer_mean,21.462603769137107,18.640236100217557,0.0,0.13150164347617843,0.0
oracle_combined,amplitude,29.501283832181294,27.537433678850025,0.0,0.0665682946038102,0.0
oracle_combined,phase_doy,92.25576564519636,76.10657026900805,0.0,0.17504808792434734,0.0
oracle_combined,p90,21.715166666666708,20.853044526418138,0.0,0.039701382608863245,0.0
oracle_combined,summer_max,18.000000000000007,18.40000000000001,0.0,-0.022222222222222365,0.0
oracle_combined,exceed_20_days,2477.0,2429.0,0.0,0.01937828017763421,0.0
oracle_combined,exceed_25_days,536.0,732.0,0.0,-0.36567164179104483,0.0
oracle_combined,degree_days_10,23856.73833333333,20457.39945313769,0.0,0.1424896745187496,0.0
oracle_combined,trend_slope,4.253413046061458,3.540858671163572,0.0,0.16752531841639307,0.0
oracle_combined,combined,,,0.0,0.05311668435837883,0.0
random,annual_mean,10.545066151015071,9.194579896516878,0.43119606618834144,0.12806806853157526,0.04089078816701728
random,summer_mean,21.462603769137107,20.05358307531446,1.05549527900138,0.06565003524170711,0.04917834249538567
random,amplitude,29.501283832181294,30.2512323747502,1.5532031626890004,-0.02542087818398014,0.05264866341154613
random,phase_doy,92.25576564519636,87.2827027790081,5.018774695937084,0.053905171469867896,0.05440066169130975
random,p90,21.715166666666708,20.755816621430753,0.9299163166467795,0.044178801846756224,0.042823356178712774
random,summer_max,18.000000000000007,18.084000000000003,0.16322989922192652,-0.0046666666666666965,0.009068327734551481
random,exceed_20_days,2477.0,2404.945,135.97018781703582,0.029089624545821566,0.05489309156925144
random,exceed_25_days,536.0,579.79,42.84140403861666,-0.08169776119402986,0.07992799260935944
random,degree_days_10,23856.73833333333,22153.62867768891,881.8746647691082,0.0713890403561491,0.036965433096817234
random,trend_slope,4.253413046061458,4.337458352987094,0.31698311054519424,-0.019759498082007304,0.07452441300962102
random,combined,,,,0.02607359378651932,0.02673433018819874
