network_id,station_id,gap_length,start_date,n_usable_donors,acf30,donor_r2,donor_r2_estimator,heuristic_explained_variance,recoverability_r,predicted_skill,predicted_conditional_risk,fill_mae,donor_mae,climate_mae,observed_recovery_loss,achieved_skill,y_kind,reason
roanoke_river_huc30,02081094,90,2018-01-01,3,0.2708865311197254,0.9414602863806774,year_block_cv,0.9471633311133155,0.9845267646658352,0.9852904977983841,0.09471405547675842,0.6551994914678261,0.6551994914678261,2.5948729121278142,0.6551994914678261,0.747502280976621,planted_gap,
roanoke_river_huc30,0208114150,30,2018-03-29,4,0.2816883970534664,0.9399166234702859,year_block_cv,0.9617791396909278,0.9863889054982917,0.9873680336697193,0.08185406827604237,0.23555062428079573,0.23555062428079573,1.1629779411764705,0.23555062428079573,0.7974590781640172,planted_gap,
roanoke_river_huc30,0208114150,90,2018-03-29,4,0.2816883970534664,0.9399166234702859,year_block_cv,0.9459729943874523,0.9844561179624333,0.9849150138226617,0.09774942841187553,0.23260348246339868,0.23260348246339868,1.2251257262164126,0.23260348246339868,0.8101390922695305,planted_gap,
roanoke_river_huc30,02079500,30,2018-06-30,4,0.5577413416305064,0.09694943614450169,year_block_cv,0.7464928872093355,0.980586053728306,0.9825719695632954,0.08301598925892102,0.9806388948296292,0.9806388948296292,1.39934287934288,0.9806388948296292,0.2992147176322294,planted_gap,
roanoke_river_huc30,02079500,90,2018-06-30,4,0.5577413416305064,0.09694943614450169,year_block_cv,0.46493321888990247,0.9345691524290378,0.9400999860969389,0.2853253515275588,1.6296303328223203,1.6296303328223203,1.811705054205054,1.6296303328223203,0.10049909667146395,planted_gap,
santa_fe_river_huc31,02321500,30,2022-03-15,3,-0.09155629670567401,0.44704959150331114,year_block_cv,0.46319699378367873,0.8931928558773397,0.895277317663906,0.4137355876063928,1.1133871723188917,1.1133871723188917,1.1724444444444448,1.1133871723188917,0.050371062275395895,planted_gap,
santa_fe_river_huc31,02321500,90,2022-03-15,3,-0.09155629670567401,0.44704959150331114,year_block_cv,0.44762082429403316,0.8687290049581453,0.8712009988177147,0.5088556676408069,0.7985257542575809,0.7985257542575809,0.9400370370370369,0.7985257542575809,0.15053798648773942,planted_gap,
santa_fe_river_huc31,02321958,30,2022-01-01,3,0.16934728731688872,0.7525171797142982,year_block_cv,0.8276252809699748,0.8763924102632574,0.8806134963228112,0.3049433188773169,0.5060348379291373,0.5060348379291373,1.5627777777777776,0.5060348379291373,0.6761952690108612,planted_gap,
santa_fe_river_huc31,02321958,90,2022-01-01,3,0.16934728731688872,0.7525171797142982,year_block_cv,0.7731324231730364,0.8708634629284876,0.8732569484407239,0.32373380237040383,0.792636829903594,0.792636829903594,1.6321851851851856,0.792636829903594,0.5143707729379603,planted_gap,
santa_fe_river_huc31,02322500,30,2022-01-01,3,0.21780417460585336,0.9345787478694815,year_block_cv,0.9556062628950344,0.9272442631583141,0.9287022007815823,0.11092456468889617,0.1700575795080912,0.1700575795080912,0.5977777777777783,0.1700575795080912,0.7155170603024499,planted_gap,
