scenario_id,model,mask_type,mask_seed,stations,variables,protocol,hidden_cells,MAE,RMSE,climatology_MAE,skill
PNT-P3-T-SYNC-P30-test-R0103,causal_gru,point,103,P3,T,online_causal,329,1.109564334788221,1.430932064437961,1.4296352189362593,0.2238829037705099
PNT-P3-T-SYNC-P30-test-R0104,climatology,point,104,P3,T,online_causal,329,1.344376879984847,1.8189144014278609,1.344376879984847,0.0
PNT-P3-T-SYNC-P30-test-R0104,persistence,point,104,P3,T,online_causal,329,0.13252278011982926,0.2053982870948108,1.344376879984847,0.9014243832270286
PNT-P3-T-SYNC-P30-test-R0104,causal_gru,point,104,P3,T,online_causal,329,1.0423762370750171,1.4048280208428277,1.344376879984847,0.22463986654786405
PNT-P3-T-SYNC-P30-test-R0105,climatology,point,105,P3,T,online_causal,329,1.41884496509123,1.859347524888039,1.41884496509123,0.0
PNT-P3-T-SYNC-P30-test-R0105,persistence,point,105,P3,T,online_causal,329,0.14376902072987657,0.22387849194607007,1.41884496509123,0.8986717898945129
PNT-P3-T-SYNC-P30-test-R0105,causal_gru,point,105,P3,T,online_causal,329,1.120244834923092,1.4572097108509443,1.41884496509123,0.21045296527442547
PNT-P3-T-SYNC-P30-test-R0106,climatology,point,106,P3,T,online_causal,329,1.3971124840362457,1.8366188114976003,1.3971124840362457,0.0
PNT-P3-T-SYNC-P30-test-R0106,persistence,point,106,P3,T,online_causal,329,0.11550147047883472,0.17796549315574686,1.3971124840362457,0.9173284386199514
PNT-P3-T-SYNC-P30-test-R0106,causal_gru,point,106,P3,T,online_causal,329,1.0894042829612105,1.4285015942597707,1.3971124840362457,0.22024583173580192
PNT-P3-T-SYNC-P30-test-R0107,climatology,point,107,P3,T,online_causal,329,1.3583587136312096,1.8184172694230225,1.3583587136312096,0.0
PNT-P3-T-SYNC-P30-test-R0107,persistence,point,107,P3,T,online_causal,329,0.14255312076093216,0.20797170176331028,1.3583587136312096,0.895054878118421
PNT-P3-T-SYNC-P30-test-R0107,causal_gru,point,107,P3,T,online_causal,329,1.0447296936823605,1.3817099185364767,1.3583587136312096,0.2308882159046528
PNT-P3-T-SYNC-P30-test-R0108,climatology,point,108,P3,T,online_causal,329,1.4954407294832828,1.9709285086828545,1.4954407294832828,0.0
PNT-P3-T-SYNC-P30-test-R0108,persistence,point,108,P3,T,online_causal,329,0.13799393430669257,0.18970464451118435,1.4954407294832828,0.9077235683193052
PNT-P3-T-SYNC-P30-test-R0108,causal_gru,point,108,P3,T,online_causal,329,1.1643429556153828,1.5206001140752718,1.4954407294832828,0.22140481220028263
PNT-P3-T-SYNC-P30-test-R0109,climatology,point,109,P3,T,online_causal,329,1.5141337374423414,2.0034335554904006,1.5141337374423414,0.0
PNT-P3-T-SYNC-P30-test-R0109,persistence,point,109,P3,T,online_causal,329,0.136778098109283,0.19507614224959194,1.5141337374423414,0.9096657747417166
PNT-P3-T-SYNC-P30-test-R0109,causal_gru,point,109,P3,T,online_causal,329,1.1540403337101806,1.5237208035816783,1.5141337374423414,0.23782139901355526
PNT-P3-T-SYNC-P30-test-R0110,climatology,point,110,P3,T,online_causal,329,1.3579027297648978,1.821275376138202,1.3579027297648978,0.0
PNT-P3-T-SYNC-P30-test-R0110,persistence,point,110,P3,T,online_causal,329,0.14376896855316626,0.2092829923311401,1.3579027297648978,0.8941242510219728
PNT-P3-T-SYNC-P30-test-R0110,causal_gru,point,110,P3,T,online_causal,329,1.0527839312799796,1.4205830349802853,1.3579027297648978,0.2246985677227008
PNT-P3-T-SYNC-P30-test-R0111,climatology,point,111,P3,T,online_causal,329,1.3291792942035525,1.7422646490687943,1.3291792942035525,0.0
PNT-P3-T-SYNC-P30-test-R0111,persistence,point,111,P3,T,online_causal,329,0.12826750561096747,0.1845062683146065,1.3291792942035525,0.9034987182163219
PNT-P3-T-SYNC-P30-test-R0111,causal_gru,point,111,P3,T,online_causal,329,1.0029746116475855,1.3171024196431027,1.3291792942035525,0.24541811926992863
PNT-P3-T-SYNC-P30-test-R0112,climatology,point,112,P3,T,online_causal,329,1.4396656117540725,1.8815917143299603,1.4396656117540725,0.0
PNT-P3-T-SYNC-P30-test-R0112,persistence,point,112,P3,T,online_causal,329,0.1300912091797246,0.201212176681183,1.4396656117540725,0.9096378991638044
PNT-P3-T-SYNC-P30-test-R0112,causal_gru,point,112,P3,T,online_causal,329,1.1086363082236432,1.457791009862822,1.4396656117540725,0.22993485489113463
PNT-P3-T-SYNC-P30-test-R0113,climatology,point,113,P3,T,online_causal,329,1.422036426045612,1.9191147233477173,1.422036426045612,0.0
PNT-P3-T-SYNC-P30-test-R0113,persistence,point,113,P3,T,online_causal,329,0.14468083193236933,0.21593085149926206,1.422036426045612,0.8982579986824271
PNT-P3-T-SYNC-P30-test-R0113,causal_gru,point,113,P3,T,online_causal,329,1.0479113222255534,1.4135656027483452,1.422036426045612,0.2630910832997596
PNT-P3-T-SYNC-P30-test-R0114,climatology,point,114,P3,T,online_causal,329,1.4355623048127242,1.9241742837947446,1.4355623048127242,0.0
PNT-P3-T-SYNC-P30-test-R0114,persistence,point,114,P3,T,online_causal,329,0.15835875073464808,0.23693852833975285,1.4355623048127242,0.8896886953608699
PNT-P3-T-SYNC-P30-test-R0114,causal_gru,point,114,P3,T,online_causal,329,1.1195554443405755,1.4701730575353873,1.4355623048127242,0.2201275830472389
PNT-P3-T-SYNC-P30-test-R0115,climatology,point,115,P3,T,online_causal,329,1.4384498509230221,1.871366778698822,1.4384498509230221,0.0
PNT-P3-T-SYNC-P30-test-R0115,persistence,point,115,P3,T,online_causal,329,0.15319147660739516,0.22094022743826716,1.4384498509230221,0.8935023862603931
PNT-P3-T-SYNC-P30-test-R0115,causal_gru,point,115,P3,T,online_causal,329,1.0903240540107333,1.4456401874354945,1.4384498509230221,0.24201455246347592
PNT-P3-T-SYNC-P30-test-R0116,climatology,point,116,P3,T,online_causal,329,1.487841971377109,1.9456833990853963,1.487841971377109,0.0
PNT-P3-T-SYNC-P30-test-R0116,persistence,point,116,P3,T,online_causal,329,0.13890572811694854,0.19593118700058285,1.487841971377109,0.9066394611866064
PNT-P3-T-SYNC-P30-test-R0116,causal_gru,point,116,P3,T,online_causal,329,1.0936007775071905,1.410809034526806,1.487841971377109,0.26497517979346874
PNT-P3-T-SYNC-P30-test-R0117,climatology,point,117,P3,T,online_causal,329,1.4481762825174536,1.8950081938203334,1.4481762825174536,0.0
PNT-P3-T-SYNC-P30-test-R0117,persistence,point,117,P3,T,online_causal,329,0.13495435395864006,0.19429544899427895,1.4481762825174536,0.9068108243534823
PNT-P3-T-SYNC-P30-test-R0117,causal_gru,point,117,P3,T,online_causal,329,1.0699274938519603,1.4159028392218431,1.4481762825174536,0.2611897413538359
PNT-P3-T-SYNC-P30-test-R0118,climatology,point,118,P3,T,online_causal,329,1.4693009193907394,1.9611112521983856,1.4693009193907394,0.0
PNT-P3-T-SYNC-P30-test-R0118,persistence,point,118,P3,T,online_causal,329,0.13525835286520171,0.1907432329776838,1.4693009193907394,0.9079437363169364
PNT-P3-T-SYNC-P30-test-R0118,causal_gru,point,118,P3,T,online_causal,329,1.1346656515243205,1.4904230640912788,1.4693009193907394,0.2277513499448287
PNT-P3-T-SYNC-P30-test-R0119,climatology,point,119,P3,T,online_causal,329,1.3917932510375977,1.8309977884714577,1.3917932510375977,0.0
PNT-P3-T-SYNC-P30-test-R0119,persistence,point,119,P3,T,online_causal,329,0.13373855834311627,0.19351176495862454,1.3917932510375977,0.9039091774274572
PNT-P3-T-SYNC-P30-test-R0119,causal_gru,point,119,P3,T,online_causal,329,1.1002468961350462,1.448279332425556,1.3917932510375977,0.2094753331252327
