request_ordinal,target_station_id,direction,status,response_sha256,http_status
587,07109500,DM,complete,3c40624e30679e8f8a45f17bec05cdbfeee5bdbf9a65d4d17812a7e75f5c99f7,200.0
588,07143672,UM,complete,60c15e4098b413974c3b53e7c6d5bfe475d4698293b6f81cf0ca89e80f10c4ae,200.0
589,07143672,DM,complete,8bc717e6d84cfce5628ff2f982b5fac593d3393458bc64c9a0fe67882c77646c,200.0
590,07144100,UM,complete,31a7fa6c2c06764e4d5900801af907371a53bf5b2fe4bd1bcdb6fb32da246174,200.0
591,07144100,DM,complete,8b38c49b642dc823480bd107fc9804bd47ddec1ea6f1242ab90364809aa2be6e,200.0
592,07311900,UM,complete,5aa1b4618bbda5f639cb47e6705eccdccca9b4045064dccb6c8937213d478296,200.0
593,07311900,DM,complete,a3306ccfd50789b26259e21b1870bfa88cda6c4b1f099a3ded1fb130b2cd6a5a,200.0
594,07312100,UM,complete,f31b834927f73e2e8c4c40e02edd44243d588d6813a59d479ce4eaf828442cdd,200.0
595,07312100,DM,complete,8f0678c5e4d965eed8b6378956c5d681856bca77e2110475fb3d4626c314df3e,200.0
598,07312700,UM,complete,2cea08549d859d16755a0e068b732d3809a2b16dd8251f7b72156810ad3def73,200.0
599,07312700,DM,complete,2bb0903f2033c4337ab09ea421529187f54207d4dbe22e18e9ad07f924a745aa,200.0
600,08405200,UM,complete,f91557092230edc53d416258643d3669eb3e278c9717313d2066dd6262d41ff8,200.0
601,08405200,DM,complete,e128d4c3ec067cee13082e0370964dab8179e120c1f230ac8fff6f26030667e8,200.0
604,08407500,UM,complete,205003e03e0946033e5e53db4d3652c03e5dc542f18b5023e502fc2f1e278333,200.0
605,08407500,DM,complete,f9e8d1c3c8d51d4551b7eed9a3c04373ce37065d1b7b3346930b6dffe2b1b62b,200.0
606,09522005,UM,complete,4800f35bb176064440a580522750daffb2e101834e048d2f604ae56cd3afc179,200.0
607,09522005,DM,complete,430783a1cf61c2411513ed2029df73f87644cbb14d2580ebe8367acc6f84f831,200.0
608,09534000,UM,provider_confirmed_unavailable,,404.0
609,09534000,DM,provider_confirmed_unavailable,,404.0
610,09534550,UM,provider_confirmed_unavailable,,404.0
611,09534550,DM,provider_confirmed_unavailable,,404.0
612,10133650,UM,complete,8af1f18c52a51b2ed572448167eebb60bee9d965ce540970cc75c5e06a0781f5,200.0
613,10133650,DM,complete,48699ebff141efdaee350bc25fdd0289027ebc65adf8302f3c1994c4e7616684,200.0
616,10133980,UM,complete,f946bee6ec3c9e771f147562d62e7a7185193c511f9d0e634119b9bf1eb97f14,200.0
617,10133980,DM,complete,562f16586526ed12dd29bf66fc541390e75a8fb2dd553809296c254345551f20,200.0
618,10348200,UM,complete,daafd9ec6f9c31247a8e45690f0e0d0789212fbb169f02dc7a242bddad0be765,200.0
619,10348200,DM,complete,7c25876d1b519eef5f654a92ca5b90ba289e045e173692adcbee5ca1d7c755ab,200.0
622,10351600,UM,complete,89d3f469f1904c9753c0f7c812140efd5b55212fd3e1311c1ba4fc07e506e079,200.0
623,10351600,DM,complete,98dd62abdd4d4e80df7237c08159dbeae273985be70bf59acb18001f68eafcbe,200.0
624,255327081275900,UM,complete,4f4988721678bd368d99d592819e1e1d5dca796ed6af48360c824bebbcd7f5ed,200.0
625,255327081275900,DM,complete,4f4988721678bd368d99d592819e1e1d5dca796ed6af48360c824bebbcd7f5ed,200.0
628,255534081324000,UM,complete,6d5f33f4c775d8f68b23387f0ea20ccb5a360385f8fb84b461dbc8ad0329d57c,200.0
629,255534081324000,DM,complete,6d5f33f4c775d8f68b23387f0ea20ccb5a360385f8fb84b461dbc8ad0329d57c,200.0
630,255654081350200,UM,complete,c7e03aa2fe70b33b3e18730f8141bcb0a75b9176f7152b64efd96bc497a0edbe,200.0
631,255654081350200,DM,complete,c7e03aa2fe70b33b3e18730f8141bcb0a75b9176f7152b64efd96bc497a0edbe,200.0
632,255726081303700,UM,provider_confirmed_unavailable,,404.0
633,255726081303700,DM,provider_confirmed_unavailable,,404.0
634,285531082412600,UM,complete,212557ea8e13b3aaa0b4168318cf48db52387cd9675b3a661641e76f521052c1,200.0
635,285531082412600,DM,complete,212557ea8e13b3aaa0b4168318cf48db52387cd9675b3a661641e76f521052c1,200.0
636,300803081354500,UM,complete,c4356ca3a60a7a6843d67ba4222baf1c46d56ebd3a2203dd77216f24840132b8,200.0
637,300803081354500,DM,complete,a589002d147d129c63dbbf28564d0f395c5b905fbcf427ef1d4a7c15cec4e20c,200.0
638,301124081395901,UM,complete,eb98ff98ad2f6f5665053c0dc78150644470109f4eb994d834724ff949e3684d,200.0
639,301124081395901,DM,complete,5f16e6cad8510c85c012d454c98bd3f510a0c6e82a3e32f194f0b8e1f1090710,200.0
640,301204081434900,UM,complete,858fe5e22f2cea772ea86fade60ab08eff4001f5414b59128cdaf548c5e9b756,200.0
641,301204081434900,DM,complete,ea8f5799539f397851a519cf25714d315d008dc94c323da6e9f1f1d2a181eacb,200.0
642,301510081383500,UM,complete,a6d6283cdbb844b9576fdf859316f88f99014e839f8451900b010a5b53cd3a51,200.0
643,301510081383500,DM,complete,8868f4b3b11d59ee31fc76045e57c21f93df91212a4028854fe68348a097b5d9,200.0
644,301817081393600,UM,provider_confirmed_unavailable,,404.0
645,301817081393600,DM,provider_confirmed_unavailable,,404.0
646,302309081333001,UM,provider_confirmed_unavailable,,404.0
647,302309081333001,DM,provider_confirmed_unavailable,,404.0
648,302609081453300,UM,complete,fd98673a158503bb2aefabef50b1696b7c8326825e4ed38317fbbb70fafd2059,200.0
649,302609081453300,DM,complete,ea083d39ec766aabae0df62b9876049175ca2303c0676053cb509c71b438dc17,200.0
650,302657081312400,UM,complete,6f260e6e9ece8676675c8b185bb4615af299535cbb451e568b5f0e12991eef60,200.0
651,302657081312400,DM,complete,8db2d78213abd37bbd270825ce3c55ed483a6c07da9c491aa3feb305588c7719,200.0
654,410333095530101,UM,complete,a012fc9630e4c8318bb0386c8a56efc376788828ac2b6afa366b214a460510f2,200.0
655,410333095530101,DM,complete,52d49ca1fae71215f800ed620446b23ed42edaf8a4e5d192e2519ae4f44fb74c,200.0
656,412126095565201,UM,complete,54a24c94340230ea6f1d286064e8b014574d5997c6d9e6215f51370931dba1de,200.0
657,412126095565201,DM,complete,9cb4fbd598ebb627751f38ce19c095dc005629c6fffe0ef0a38e3a0761769a1d,200.0
658,412320088154101,UM,complete,0cec4490c9f18203f809d2c693ec5b631516bed913e1012136220413c423dee4,200.0
659,412320088154101,DM,complete,01f47ed9ccb35c79f4011ed0f04f6164242cae9af903b5a7b0c482e0226d5e2c,200.0
