network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
chmi_berounka,0-203-1-186000,7,JJA,3,2014-06-29,0.9695463394891658,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,4,2014-07-09,0.8774148123604927,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,5,2014-07-19,0.4470639546712246,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,6,2014-07-28,0.5969732134930504,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,7,2014-08-07,0.4191669282459084,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,8,2014-08-17,0.2214533124651236,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,9,2014-08-26,0.3901492077055429,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,10,2015-06-05,0.7277848924909317,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,11,2015-06-14,0.3643850054059709,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,12,2015-06-24,0.30261155991327165,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,13,2015-07-04,0.5117388952346086,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,14,2015-07-13,0.436421258108958,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,15,2015-07-23,0.21632766723632812,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,16,2015-08-02,0.34565395173572255,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,17,2015-08-11,0.3426817031133739,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,18,2015-08-21,0.24931904020763543,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,JJA,19,2015-08-31,0.25536950029645566,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,0,2014-03-01,0.15541965793427975,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,1,2014-03-10,0.1724341574169342,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,2,2014-03-20,0.37288088571457656,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,3,2014-03-29,0.13115374313575628,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,4,2014-04-08,0.5588194620041619,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,5,2014-04-18,0.36605743226550885,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,6,2014-04-27,0.5970116282871791,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,7,2014-05-07,0.3807395662580217,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,8,2014-05-17,0.5714368184407554,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,9,2014-05-26,0.5936477283296134,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,10,2015-03-05,0.1361464398741473,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,11,2015-03-14,0.332535339537121,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,12,2015-03-24,0.15737893635688632,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,13,2015-04-03,0.5242907433282761,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,14,2015-04-12,0.7241022473289858,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,15,2015-04-22,0.6676868257068451,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,16,2015-05-02,0.2972133182343981,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,17,2015-05-11,0.2820976348150338,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,18,2015-05-21,0.4303142531811575,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,MAM,19,2015-05-31,0.4542411993117556,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,0,2014-09-01,0.38217305646623984,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,1,2014-09-10,0.695974477132161,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,2,2014-09-20,0.4107539131527856,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,3,2014-09-29,0.24151337905157177,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,4,2014-10-09,0.16834084647042427,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,5,2014-10-18,0.5069899059477309,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,6,2014-10-28,0.3731530629349538,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,7,2014-11-06,0.11719773610432961,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,8,2014-11-16,0.183042117527553,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,9,2014-11-25,0.13423264567057305,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,10,2015-09-05,1.0022659574236183,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,11,2015-09-14,0.6688085828508642,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,12,2015-09-24,0.4675596509660997,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,13,2015-10-03,0.44517649695986783,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,14,2015-10-13,0.6428658621651783,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,15,2015-10-22,0.20850582522437605,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,16,2015-11-01,1.1843754512241909,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,17,2015-11-10,0.47692190806070983,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,18,2015-11-20,0.46398942584083197,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,7,SON,19,2015-11-30,0.6650717573620024,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,0,2014-01-01,0.5990022334416707,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,1,2014-01-08,0.35046458704206684,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,2,2014-01-16,0.41127338956197107,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,3,2014-01-24,0.5933787236319648,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,4,2014-02-01,0.20079774853388474,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,5,2014-02-09,0.21981474492814812,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,6,2014-02-17,0.7461757669236923,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,7,2014-02-25,0.5079285228305395,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,8,2014-12-05,0.8077422426647609,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,9,2014-12-13,0.7921749238332113,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,10,2014-12-20,0.8843321775224473,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,11,2014-12-28,0.4124397101508246,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,12,2015-01-05,0.6838580617162918,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,13,2015-01-13,0.47478488383822975,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,14,2015-01-21,0.3289689306894939,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,15,2015-01-29,0.40967706353929306,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,16,2015-02-06,0.19758633842468257,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,17,2015-02-14,0.21357500703691862,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,18,2015-02-22,0.23037400926046323,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,DJF,19,2015-12-02,0.6503483841154313,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,0,2014-06-01,1.5612561128404403,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,1,2014-06-10,1.3685011756049263,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,2,2014-06-20,0.8076198861016172,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,3,2014-06-29,0.48173629201253226,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,4,2014-07-09,0.5513225102896643,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,5,2014-07-19,0.8824129245488324,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,6,2014-07-28,0.34011913976187613,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,7,2014-08-07,1.4664852883232973,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,8,2014-08-17,0.46012816314697275,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,9,2014-08-26,1.0423416329277886,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,10,2015-06-05,2.0260908381144205,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,11,2015-06-14,1.3050643157958983,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,12,2015-06-24,0.9401310899522566,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,13,2015-07-04,0.6374745890299487,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,14,2015-07-13,0.7747393027411569,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,15,2015-07-23,0.9115471386379664,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,16,2015-08-02,1.2676259824964735,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,17,2015-08-11,0.962198885938856,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,18,2015-08-21,1.1066165554470482,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,JJA,19,2015-08-31,0.9992118208991159,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,0,2014-03-01,0.41647323508147455,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,1,2014-03-10,0.5303124344572354,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,2,2014-03-20,0.8682645347447784,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,3,2014-03-29,0.7823917680381,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,4,2014-04-08,0.9531304186503095,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,5,2014-04-18,1.8066189465840656,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,6,2014-04-27,1.5913954123602971,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,7,2014-05-07,0.9375543618943957,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,8,2014-05-17,1.6132050593058267,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,9,2014-05-26,1.3185036420186358,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,10,2015-03-05,0.7086342992257381,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,11,2015-03-14,0.4727744524103431,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,12,2015-03-24,0.6294285263374807,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,13,2015-04-03,0.815861893717448,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,14,2015-04-12,0.6029070694817439,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,15,2015-04-22,1.077812762056802,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,16,2015-05-02,1.022308448846789,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,17,2015-05-11,0.9841285004214961,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,18,2015-05-21,1.3175253629601518,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,MAM,19,2015-05-31,1.2006060450236002,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,0,2014-09-01,0.5941478135002984,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,1,2014-09-10,0.6650194190131292,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,2,2014-09-20,0.5352094841851129,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,3,2014-09-29,1.0653868545532226,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,4,2014-10-09,0.5758351532350995,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,5,2014-10-18,0.8733099677560413,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,6,2014-10-28,0.8202649441668377,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,7,2014-11-06,0.7265616316901314,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,8,2014-11-16,0.8933501906500924,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,9,2014-11-25,0.9030904712253147,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,10,2015-09-05,0.8069882392883299,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,11,2015-09-14,1.297192637125651,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,12,2015-09-24,0.5241445541381834,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,13,2015-10-03,0.7211237753974066,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,14,2015-10-13,0.8082783129374189,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,15,2015-10-22,0.501631351301405,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,16,2015-11-01,0.7115404673258464,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,17,2015-11-10,0.3979503445519343,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,18,2015-11-20,0.7753605096181231,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,30,SON,19,2015-11-30,0.545382179090712,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,90,DJF,0,2014-01-01,1.2193718707310404,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
chmi_berounka,0-203-1-186000,90,DJF,1,2014-01-08,1.767864517824354,xgboost_b_d,2010|2011|2012|2013|2014|2015,2010|2011|2012|2013,2014|2015
