station_id,n_approved_days,n_qualifying_years,first_date,last_date,median_annual_amplitude_degC,anomaly_sd_degC,acf30,acf90,n_exact_pairs_30d,n_exact_pairs_90d,seasonal_variance_fraction,observed_temperature_range_degC,memory_range_index_per_degC,STANAME,DRAIN_SQKM,LAT_GAGE,LNG_GAGE,STATE,CLASS,AGGECOREGION,NDAMS_2009,STOR_NID_2009,STOR_NOR_2009,MAJ_NDAMS_2009,RAW_DIS_NEAREST_DAM,RAW_DIS_NEAREST_MAJ_DAM,upstream_major_dam_2009
03091500,3745,10,2009-09-30,2019-12-31,24.200000000000003,1.3676515998308834,0.16368285305549415,0.11800994944560629,3715,3655,0.9713212912459136,26.5,0.006176711436056383,Mahoning River at Pricetown OH,708.8,41.131446,-80.971202,OH,Non-ref,NorthEast,16.0,359.51,156.15,3.0,0.7,0.7,1
03092460,3740,10,2009-09-30,2019-12-31,21.0,1.3853941446092288,0.3686919265653945,0.18747559524776783,3705,3645,0.9558731706093215,22.099999999999998,0.016682892604768983,West Branch Mahoning River at Wayland OH,209.0,41.157001,-81.071762,OH,Non-ref,NorthEast,7.0,734.52,336.19,1.0,0.7,0.7,1
03094000,3718,10,2009-09-30,2019-12-31,24.950000000000003,2.0264158646800245,0.24621979107699776,0.22228957398968852,3661,3601,0.9398242506609821,27.400000000000002,0.008986123761934224,Mahoning River at Leavittsburg OH,1487.5,41.239223,-80.880642,OH,Non-ref,NorthEast,26.0,275.59,122.38,4.0,8.6,14.9,1
03103500,4397,12,2007-09-30,2019-12-31,25.9,1.5573826630099203,0.17115531424843208,0.18826474436909948,4318,4232,0.969202014432511,27.6,0.006201279501754785,"Shenango River at Sharpsville, PA",1523.4,41.266167,-80.47257,PA,Non-ref,NorthEast,20.0,662.74,178.16,5.0,0.9,0.9,1
03183500,4594,12,2007-04-06,2019-12-31,27.65,2.198889261126491,0.10608128463706007,0.07025738902167938,4506,4446,0.9349935018631399,29.400000000000002,0.00360820696044422,"GREENBRIER RIVER AT ALDERSON, WV",3547.5,37.724287,-80.641468,WV,Non-ref,EastHghlnds,10.0,3.78,1.32,2.0,28.0,31.6,1
03238745,4595,10,2000-12-02,2016-10-03,28.85,2.519027676151805,0.01945438647807439,0.005651226833158136,4444,4264,0.9152231982783122,30.099999999999998,0.0006463251321619399,"TWELVEMILE CREEK AT HIGHWAY 1997 NR ALEXANDRIA, KY",101.2,38.951453,-84.338271,KY,Non-ref,SEPlains,1.0,0.33,0.33,0.0,1.7,,0
03254550,4532,12,2000-12-01,2013-09-29,29.6,2.6734860387319928,0.032421313207021914,-0.016508476522594892,4354,4290,0.9129615168777893,31.6,0.0010259909242728454,"BANKLICK CREEK @ HIGHWAY 1829 NR ERLANGER, KY",56.9,38.98,-84.54222,KY,Non-ref,SEPlains,2.0,2.34,2.34,0.0,5.9,,0
03262001,4846,13,2000-12-02,2014-09-29,28.1,2.54202255188589,0.03727143122348712,-0.01044667913002533,4656,4566,0.9124488140932707,30.0,0.001242381040782904,"WOOLPER CREEK AT WOOLPER ROAD NEAR BURLINGTON, KY",62.7,39.03,-84.804167,KY,Non-ref,SEPlains,0.0,0.0,0.0,0.0,,,0
03277075,4946,12,2000-12-01,2015-09-30,28.7,2.618435383268085,0.025192193137295586,-0.009334930087492883,4785,4671,0.9134277831317745,31.5,0.0007997521630887488,"GUNPOWDER CR AT CAMP ERNST RD NR UNION, KY",95.5,38.994167,-84.716111,KY,Non-ref,SEPlains,1.0,0.0,0.0,0.0,5.4,,0
03306000,5108,12,2000-01-01,2016-11-01,21.85,1.7450522164305828,0.3253423240820173,0.07154368285621665,4915,4802,0.935943195430842,25.3,0.012859380398498706,"GREEN RIVER NEAR CAMPBELLSVILLE, KY",1767.2,37.240341,-85.347185,KY,Non-ref,SEPlains,13.0,508.25,172.96,3.0,1.0,1.0,1
03306500,4569,11,2000-01-01,2013-09-29,27.2,2.379099381186441,0.09032783524999706,-0.05237315290868377,4396,4278,0.9071436693296426,31.9,0.00283159358150461,"GREEN RIVER AT GREENSBURG, KY",1906.3,37.253671,-85.503022,KY,Non-ref,SEPlains,13.0,471.16,160.33,3.0,14.4,14.4,1
03307000,5250,13,2000-01-01,2015-12-16,27.9,2.4920611643305306,0.08093952781556867,-0.00720371364927598,5044,4879,0.899969771085223,30.900000000000002,0.0026194021946785973,"RUSSELL CREEK NEAR COLUMBIA, KY",460.6,37.119228,-85.393852,KY,Non-ref,SEPlains,2.0,0.35,0.27,0.0,5.9,,0
03311500,4808,12,2000-01-01,2014-11-30,21.65,2.3669608161990254,0.62891306608897,0.3343529863110214,4467,4277,0.8577984753418469,27.5,0.02286956603959891,"GREEN RIVER AT LOCK 6 AT BROWNSVILLE, KY",7158.0,37.206992,-86.261087,KY,Non-ref,SEPlains,36.0,233.5,73.12,8.0,8.0,8.0,1
03323500,5557,15,2002-09-30,2018-06-24,26.0,2.1258490173351445,0.2584627616806697,0.09729050140614767,5371,5292,0.9351944014118962,30.5,0.00847418890756294,WABASH RIVER AT HUNTINGTON IND,1987.0,40.855601,-85.498031,IN,Non-ref,CntlPlains,16.0,235.66,86.67,3.0,2.7,2.7,1
03324500,6063,16,2002-09-30,2019-12-31,23.1,1.7990677600303757,0.37880915031899354,0.15700167567717022,5852,5761,0.9465057416895208,27.400000000000002,0.013825151471496114,"SALAMONIE RIVER AT DORA, IND.",1440.6,40.811711,-85.68387,IN,Non-ref,CntlPlains,4.0,225.91,52.09,1.0,0.3,0.7,1
03327000,4533,10,2002-09-30,2017-02-14,25.1,1.8015381336058895,0.28187541685809003,0.06752027230799189,4337,4106,0.9523071803237669,27.2,0.01036306679625331,"MISSISSINEWA RIVER AT PEORIA, IND.",2096.8,40.723375,-85.957489,IN,Non-ref,CntlPlains,19.0,217.99,44.9,1.0,0.9,0.9,1
03353611,5950,14,2000-01-01,2019-12-31,27.25,2.1742304347462746,0.17181979042407092,0.03638102002521907,5667,5359,0.9286347208922582,30.299999999999997,0.005670620146008941,"WHITE R. AT STOUT GEN. STN. AT INDIANAPOLIS, IN",4857.2,39.714489,-86.200543,IN,Non-ref,CntlPlains,26.0,66.74,22.85,4.0,5.8,15.0,1
03354000,6147,16,2000-01-01,2019-12-31,28.049999999999997,2.353302011671011,0.17717715342521517,0.11911152418284839,5927,5722,0.9179040415588455,31.5,0.005624671537308419,"WHITE RIVER NEAR CENTERTON, IN",6324.6,39.497548,-86.40055,IN,Non-ref,CntlPlains,70.0,52.46,18.18,5.0,1.1,28.5,1
03359000,5874,15,2000-01-01,2018-04-13,24.2,1.702822732579233,0.3475670038860383,0.0817565904175088,5639,5490,0.9537391966974325,27.400000000000002,0.012684927149125483,"MILL CREEK NEAR MANHATTAN, IND.",761.9,39.487544,-86.924734,IN,Non-ref,CntlPlains,12.0,373.98,46.72,1.0,0.7,0.7,1
03372500,5476,13,2002-09-30,2019-12-31,23.5,1.6514390198733522,0.413361167260717,0.21204490678216628,5284,5127,0.9516598352831269,27.099999999999998,0.015253179603716496,SALT CREEK NEAR HARRODSBURG IND,1120.3,39.004493,-86.508606,IN,Non-ref,SEPlains,79.0,515.63,221.21,9.0,0.5,0.5,1
03373980,6888,19,2000-10-01,2019-12-31,29.0,2.238632703393916,0.14300287102513687,0.09867745643687904,6716,6669,0.9372987869724041,33.699999999999996,0.004243408635760738,"WHITE RIVER ABOVE PETERSBURG, IN",28789.5,38.52838,-87.2539,IN,Non-ref,CntlPlains,526.0,61.81,22.61,52.0,6.7,17.0,1
03374500,5664,15,2002-09-30,2018-05-23,21.700000000000003,2.663178131562505,0.6181116113242419,0.3133623177838337,5583,5532,0.8798952918366368,31.500000000000004,0.019622590835690217,"PATOKA RIVER NEAR CUZCO, IN",435.4,38.442,-86.714159,IN,Non-ref,SEPlains,2.0,855.69,474.35,1.0,1.1,1.1,1
03428200,4993,13,2000-01-01,2013-09-29,26.900000000000002,2.2746495946202363,0.028761410998086795,-0.005682068430614427,4935,4875,0.9056991990399219,29.7,0.0009683976767032591,"WEST FORK STONES RIVER AT MURFREESBORO, TN",457.5,35.902842,-86.429992,TN,Non-ref,SEPlains,1.0,0.44,0.28,0.0,10.3,,0
0351706800,7289,20,2000-01-01,2019-12-31,25.25,2.191384762688003,0.17433496141315566,0.12034289052003934,7244,7184,0.9049938685531993,27.9,0.006248564925202712,"CHEOAH RIVER NR BEARPEN GAP NR TAPOCO, NC",533.1,35.438333,-83.918889,NC,Non-ref,EastHghlnds,6.0,479.55,370.18,2.0,7.8,7.8,1
03524000,4581,12,2007-03-14,2019-12-31,27.25,2.3416299702807186,0.09013749971620828,0.0627195995940008,4463,4399,0.9071545240628572,28.900000000000002,0.003118944626858418,"CLINCH RIVER AT CLEVELAND, VA",1381.8,36.94483,-82.154857,VA,Non-ref,EastHghlnds,3.0,3.1,1.17,2.0,19.4,61.1,1
03597860,4613,12,2000-01-01,2012-09-29,25.450000000000003,2.0835908630466893,0.045393740811548136,-0.001558392408468004,4542,4482,0.9165064332493674,28.6,0.001587193734669515,"DUCK RIVER AT SHELBYVILLE, TN",1098.2,35.4829,-86.462597,TN,Non-ref,SEPlains,15.0,86.71,84.11,1.0,8.7,19.5,1
04043238,5373,15,2004-12-02,2019-12-31,17.0,1.5932132631388607,0.058138629597186686,0.07054754066531156,5240,5148,0.9230577250386155,19.3,0.003012364227833507,"SALMON TROUT RIVER NEAR BIG BAY, MI",14.1,46.782148,-87.87763,MI,Ref,MxWdShld,0.0,0.0,0.0,0.0,,,0
04043244,5071,14,2005-12-03,2019-12-31,17.1,1.5642234795219194,0.08293867689500181,0.08847301679163996,4970,4925,0.9194823155920718,18.3,0.004532168136338896,"EAST BRANCH SALMON TROUT RIVER NEAR DODGE CITY, MI",26.6,46.785759,-87.852352,MI,Ref,MxWdShld,0.0,0.0,0.0,0.0,,,0
04043275,4355,12,2004-12-21,2017-01-23,22.6,1.9299054303993015,0.07298550530847774,0.11169323976218172,4267,4204,0.9370694435836471,24.2,0.0030159299714247,"YELLOW DOG RIVER NEAR BIG BAY, MI",84.4,46.713539,-87.840687,MI,Ref,MxWdShld,0.0,0.0,0.0,0.0,,,0
04077630,5709,15,2004-03-24,2019-12-31,24.299999999999997,2.0703852884890765,0.10021007145407028,0.0527153808518665,5632,5567,0.9350866867840354,27.599999999999998,0.0036307996903648656,"RED RIVER AT MORGAN ROAD NEAR MORGAN, WI",307.0,44.898031,-88.844273,WI,Non-ref,CntlPlains,2.0,1.93,1.37,0.0,13.7,,0
040871488,6207,16,2000-01-01,2017-11-19,24.35,2.2431293358887014,0.1430684393761076,0.08168409533742263,5937,5802,0.9202971231284263,29.0,0.00493339446124509,"WILSON PARK CR @ ST. LUKES HOSPTL @ MILWAUKEE, WI",28.9,42.98974,-87.95203,WI,Non-ref,CntlPlains,0.0,0.0,0.0,0.0,,,0
04121944,7088,20,2000-01-01,2019-12-31,22.9,1.9237175539414606,0.04787111278480244,0.03991056820430916,6850,6784,0.9331348698494455,25.9,0.0018483055129267351,"LITTLE MUSKEGON RIVER NEAR OAK GROVE, MI",953.6,43.430858,-85.595599,MI,Non-ref,CntlPlains,10.0,8.86,6.71,0.0,9.4,,0
04121970,7258,20,2000-01-01,2019-12-31,22.4,1.11718441626114,0.26280582754325404,0.0865140090094959,7181,7121,0.9801841947632731,23.900000000000002,0.010996059729843265,"MUSKEGON RIVER NEAR CROTON, MI",6050.8,43.434746,-85.665324,MI,Non-ref,MxWdShld,44.0,48.66,11.66,4.0,0.3,0.3,1
04124000,7177,20,2000-01-01,2019-12-31,21.700000000000003,1.7562567097627722,0.048789011465908555,0.03551810801470393,7024,6962,0.937628388772893,24.1,0.0020244403097887365,"MANISTEE RIVER NEAR SHERMAN, MI",2243.6,44.436392,-85.698679,MI,Ref,MxWdShld,7.0,2.05,0.54,0.0,8.2,,0
04124200,7176,19,2000-01-01,2019-12-31,21.5,1.2548758471903774,0.12985607076610822,0.11676798468214297,7049,6964,0.9723946913287167,23.1,0.005621474924939749,"MANISTEE RIVER NEAR MESICK, MI",2553.9,44.36306,-85.820905,MI,Non-ref,MxWdShld,10.0,21.53,20.08,1.0,0.1,0.1,1
04125460,7216,20,2000-01-01,2019-12-31,17.9,1.5098411478382965,0.04855106041102798,0.04054950947987197,7098,7037,0.9232053125974932,19.6,0.002477094918929999,"PINE RIVER AT HIGH SCHOOL BRIDGE NR HOXEYVILLE, MI",637.0,44.19334,-85.769786,MI,Ref,CntlPlains,2.0,0.77,0.48,0.0,16.5,,0
04125550,7187,20,2000-01-01,2019-12-31,22.0,1.1954261671600646,0.20869853030803698,0.13303054543242285,7040,6979,0.9757853179423025,24.0,0.008695772096168208,"MANISTEE RIVER NEAR WELLSTON, MI",3582.2,44.25945,-85.941742,MI,Non-ref,MxWdShld,14.0,25.29,24.18,2.0,0.2,0.2,1
04136000,7224,20,2000-01-01,2019-12-31,21.9,1.8317262769150324,0.03711753797416821,0.01997861297778324,7117,7053,0.9314713734554969,24.5,0.0015150015499660495,"AU SABLE RIVER NEAR RED OAK, MI",2882.1,44.676959,-84.292515,MI,Ref,MxWdShld,9.0,6.72,2.3,1.0,3.5,33.4,1
04136500,7267,20,2000-01-01,2019-12-31,22.950000000000003,1.6854269385243341,0.07002201556482424,0.04751157465673,7199,7139,0.9528416111073253,25.4,0.002756772266331663,"AU SABLE RIVER AT MIO, MI",3524.8,44.660014,-84.131117,MI,Non-ref,MxWdShld,13.0,7.67,4.03,2.0,0.1,0.1,1
04136900,7103,19,2000-01-01,2019-12-31,23.1,1.633672515400618,0.06857547947770608,0.04498689678358672,6977,6857,0.9544549085176821,25.9,0.002647701910336142,"AU SABLE RIVER NEAR MC KINLEY, MI",3916.2,44.612778,-83.837778,MI,Non-ref,MxWdShld,15.0,6.95,3.66,2.0,22.6,23.9,1
04137005,7169,20,2000-01-01,2019-12-31,23.450000000000003,1.4591401215333242,0.11072884497997398,0.06546551573123167,7024,6945,0.9680167057394821,25.5,0.00434230764627349,"AU SABLE RIVER NEAR CURTISVILLE, MI",4144.1,44.560847,-83.802764,MI,Non-ref,MxWdShld,16.0,14.0,10.89,3.0,0.2,0.2,1
04137500,7262,20,2000-01-01,2019-12-31,25.15,1.2799631297091911,0.24455466885478322,0.0881081457285773,7189,7132,0.9799271753941051,27.0,0.009057580327954935,"AU SABLE RIVER NEAR AU SABLE, MI",4529.2,44.436404,-83.433861,MI,Non-ref,MxWdShld,20.0,33.51,29.73,6.0,0.6,0.6,1
0422026250,6802,16,2000-01-01,2019-12-31,25.0,2.1776672158301813,0.09911448511795178,0.05987465781933412,6619,6370,0.9322765841424859,27.7,0.003578140256965768,NORTHRUP CREEK AT NORTH GREECE NY,25.1,43.25367,-77.74223,NY,Non-ref,NorthEast,0.0,0.0,0.0,0.0,,,0
04232050,6641,16,2000-01-01,2019-12-31,22.0,1.6980360434043313,0.07565266292230048,0.06177591226377822,6497,6257,0.9390596551705895,24.3,0.0031132783095596905,ALLEN CREEK NEAR ROCHESTER NY,77.4,43.130341,-77.518609,NY,Non-ref,NorthEast,3.0,43.05,38.53,0.0,4.6,,0
0423205010,6447,16,2000-03-28,2019-12-31,23.15,2.4785228562683415,0.48423391170503405,0.4169989259511373,6345,6228,0.8819900054539687,25.700000000000003,0.01884178644766669,IRONDEQUOIT CR ABV BLOSSOM RD NR ROCHESTER NY,379.7,43.145063,-77.511942,NY,Non-ref,NorthEast,10.0,10.49,8.84,0.0,5.4,,0
05054000,6951,20,2000-01-01,2019-12-31,27.65,1.969922780039468,0.08173067122652455,0.01871178463368331,6622,6536,0.9609654682793183,30.299999999999997,0.002697381888664177,"RED RIVER OF THE NORTH AT FARGO, ND",17195.9,46.861075,-96.783692,ND,Non-ref,CntlPlains,84.0,110.99,81.65,26.0,3.3,62.1,1
05055300,4788,10,2004-10-21,2019-12-31,28.0,2.4085865562408624,0.044316811659136125,-0.016094264432705375,4445,4095,0.9356272256101992,29.8,0.001487141330843494,"SHEYENNE R AB DEVILS LK STATE OUTLET NR FLORA, ND",3955.0,47.907783,-99.416242,ND,Non-ref,CntlPlains,6.0,7.75,3.76,3.0,32.6,32.6,1
05057000,7028,19,2000-04-13,2019-12-31,27.2,2.104029018239489,0.07041209186117212,-0.002404411712456413,6865,6787,0.9511571181610371,29.4,0.002394969110924222,"SHEYENNE RIVER NR COOPERSTOWN, ND",7582.5,47.432771,-98.027595,ND,Ref,CntlPlains,24.0,5.68,2.77,3.0,0.0,147.9,1
05058000,7115,20,2000-01-01,2019-12-31,24.75,1.5359298435013502,0.17874479826100817,0.031158577554668103,6940,6841,0.9667751084946182,27.0,0.006620177713370673,"SHEYENNE RIVER BELOW BALDHILL DAM, ND",10296.6,47.033872,-98.083708,ND,Non-ref,CntlPlains,30.0,23.01,10.47,4.0,0.3,0.3,1
05331833,5191,13,2000-01-01,2019-12-31,22.6,1.8888447292938453,0.045919554625333245,0.03970470708895262,4998,4822,0.9306666319725941,24.1,0.0019053757105947403,"NAMEKAGON RIVER AT LEONARDS, WI",332.6,46.171341,-91.32935,WI,Non-ref,MxWdShld,2.0,73.48,48.5,1.0,17.4,17.4,1
05333500,5547,13,2000-01-01,2017-04-09,26.1,2.009145237527022,0.09259699745605701,0.022619745688446217,5426,5246,0.9501518781901184,29.0,0.003192999912277828,"ST. CROIX RIVER NEAR DANBURY, WI",3901.5,46.074943,-92.247415,WI,Non-ref,MxWdShld,26.0,42.55,26.23,6.0,9.6,24.8,1
05340500,6946,19,2000-01-21,2019-12-31,27.3,2.0380537609475105,0.09619918406506531,0.01424249663330793,6696,6540,0.95382681798879,29.9,0.0032173640155540237,"ST. CROIX RIVER AT ST. CROIX FALLS, WI",15925.6,45.406906,-92.647151,WI,Non-ref,MxWdShld,112.0,24.21,14.28,16.0,0.6,0.6,1
05382255,3915,11,2008-09-25,2019-12-31,18.2,1.5459147753694487,0.15065572857130619,0.09758035536085509,3729,3643,0.9270238305820605,20.5,0.007349059930307619,"STILLWELL CREEK AT 16TH COURT NEAR TOMAH, WI",9.6,43.993854,-90.657356,WI,Non-ref,CntlPlains,1.0,7.82,3.46,0.0,1.0,,0
05382257,4047,11,2008-09-19,2019-12-31,20.4,1.94851603737456,0.13485363141970705,0.009904163712714407,3947,3885,0.8732418440950249,24.0,0.005618901309154461,"STILLWELL CREEK AT YARD ROAD NEAR TOMAH, WI",12.5,44.00052,-90.68125,WI,Non-ref,CntlPlains,1.0,6.03,2.67,0.0,3.0,,0
05382267,3812,11,2008-09-20,2019-12-31,20.0,1.7187056724003515,0.08239149962672276,0.08831384916161332,3505,3457,0.9141772072789109,22.1,0.0037281221550553283,"LA CROSSE RIVER @ CNTY TRUNK HIGHWY BB NR TOMAH,WI",167.9,44.000243,-90.724579,WI,Non-ref,CntlPlains,7.0,4.85,1.72,0.0,2.6,,0
05435943,7231,20,2000-01-01,2019-12-31,19.799999999999997,1.6342334563030845,0.15483850027992682,0.07646556089844139,7128,7068,0.8931206727207971,23.2,0.00667407328792788,"BADGER MILL CREEK AT VERONA, WI",52.1,42.976943,-89.539566,WI,Non-ref,CntlPlains,0.0,0.0,0.0,0.0,,,0
06036805,4798,13,2006-10-01,2019-12-31,15.700000000000001,1.606814216156567,0.21467140279591146,0.12062563307885812,4738,4666,0.8628075491405598,19.0,0.01129849488399534,"Firehole River at Old Faithful, YNP",103.1,44.45966,-110.82243,WY,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
06036905,6284,17,2002-10-01,2019-12-31,20.5,1.7724920777463387,0.08763653767168203,0.03771380933661492,6238,6177,0.874260558225068,23.5,0.003729214369007746,Firehole River near West Yellowstone MT,676.9,44.62021,-110.86299,WY,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
06037100,4641,12,2002-10-01,2015-11-18,20.75,1.8004338811265501,0.06216229915297398,0.051182296528653935,4555,4435,0.8957742172882911,22.4,0.002775102640757767,"Gibbon River at Madison Jct, YNP",322.8,44.640488,-110.861323,WY,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
06038800,5157,12,2000-01-01,2019-12-31,17.3,1.0654763137542398,0.21331268802018338,0.03638280620870978,5033,4853,0.9626095675467473,19.1,0.011168203561266144,Madison River at Kirby Ranch nr Cameron MT,3011.0,44.889369,-111.580243,MT,Non-ref,WestMnts,3.0,239.64,182.4,2.0,14.1,14.1,1
06041000,7239,20,2000-01-01,2019-12-31,22.75,1.5982966347777892,0.1065035320144918,0.048072877799371215,7153,7086,0.9519354612116476,24.4,0.004364898853052942,Madison River bl Ennis Lake nr Mcallister MT,5729.3,45.490206,-111.634138,MT,Non-ref,WestMnts,15.0,135.43,105.09,3.0,4.8,4.8,1
06054500,7270,20,2000-01-01,2019-12-31,23.85,1.8188047120376951,0.11484348851650032,0.062005353478396585,7205,7145,0.9455161506467783,26.0,0.004417057250634628,Missouri River at Toston MT,38074.7,46.14604,-111.42052,MT,Non-ref,WestMnts,105.0,40.43,27.13,15.0,3.0,3.0,1
06066500,7271,20,2000-01-01,2019-12-31,18.0,0.8759776459606661,0.2755575338660934,0.10657639697613952,7207,7147,0.9801717699416672,19.5,0.014131155582876583,Missouri River bl Holter Dam nr Wolf Cr MT,43985.2,46.994665,-112.011111,MT,Non-ref,WestMnts,119.0,106.83,87.37,22.0,0.6,0.6,1
06085800,4486,11,2006-07-07,2019-12-31,22.7,2.027535747146465,0.11689314324789331,0.02524106124035786,4354,4173,0.9244968980455996,25.0,0.004675725729915732,Sun River at Simms MT,3356.7,47.50245,-111.932494,MT,Non-ref,WestMnts,17.0,53.55,53.55,3.0,9.4,46.1,1
06089000,3769,10,2000-01-01,2010-09-19,23.25,2.0100899020856504,0.05231182920287888,0.06279469006636118,3641,3535,0.9310948855840179,25.0,0.002092473168115155,Sun River near Vaughn MT,4889.7,47.525736,-111.511842,MT,Non-ref,WestPlains,31.0,37.04,37.04,3.0,3.0,78.1,1
06190540,5544,14,2002-10-01,2019-12-31,14.7,4.777378409290391,0.8565416131176865,0.6986811870549543,5438,5314,0.17569667601612193,23.5,0.03644857928160368,"Boiling River at Mammoth,YNP",511.6,44.985213,-110.689099,WY,Ref,WestMnts,0.0,0.0,0.0,0.0,,,0
06711565,7075,20,2000-01-01,2019-12-31,22.799999999999997,1.7388763535298881,0.13659351007678389,-0.01547919096607143,6843,6766,0.9371114054908971,25.0,0.005463740403071356,"SOUTH PLATTE RIVER AT ENGLEWOOD, CO.",8781.4,39.664987,-105.004149,CO,Non-ref,WestMnts,91.0,134.38,51.33,23.0,3.9,4.0,1
06893890,3632,10,2009-12-01,2019-12-31,29.6,2.4338598155771405,0.26712439911888414,0.19631840311710563,3554,3491,0.9342413161035484,31.6,0.008453303769584941,"East Fork Little Blue River nr Blue Springs, MO",89.0,39.025562,-94.343839,MO,Non-ref,CntlPlains,9.0,1000.89,547.5,3.0,0.4,1.2,1
06893970,4493,10,2005-09-30,2019-09-03,27.700000000000003,2.6131326750400508,0.07964040503289695,0.0682463786077233,4327,4162,0.9122095703014524,31.9,0.002496564421093948,"Spring Branch Creek at Holke Rd in Independence, M",21.8,39.08834,-94.34356,MO,Non-ref,CntlPlains,0.0,0.0,0.0,0.0,,,0
06894000,5216,14,2005-07-14,2019-12-31,30.299999999999997,2.4186897804536667,0.11569523347314171,0.11215009418569272,5126,5065,0.936720462546889,32.6,0.0035489335421209113,"Little Blue River near Lake City, MO",480.4,39.100561,-94.300504,MO,Non-ref,CntlPlains,31.0,346.49,181.3,8.0,8.6,8.7,1
07056515,5586,15,2000-01-01,2015-12-08,18.9,43.89379792143672,-0.002354125069731102,-0.001393165776137521,5393,5267,0.012352314851228341,1366.3,-1.7229928051900036e-06,"Bear Creek near Silver Hill, AR",209.9,35.94,-92.713333,AR,Ref,EastHghlnds,1.0,0.88,0.71,0.0,9.9,,0
07060500,6624,16,2000-01-01,2019-12-31,16.95,2.136436777052174,0.30393753202679546,0.07033417552105588,6332,6095,0.6962373602038229,24.3,0.012507717367357838,"White River at Calico Rock, AR",25801.9,36.116181,-92.143209,AR,Non-ref,EastHghlnds,87.0,614.75,357.19,12.0,17.0,17.0,1
07061270,4917,14,2006-01-23,2019-12-29,26.8,2.190555933932094,0.21704788971009212,0.09618174678695018,4721,4669,0.9162640987770568,30.0,0.00723492965700307,"East Fork Black River near Lesterville, MO",135.4,37.552556,-90.842444,MO,Ref,EastHghlnds,2.0,16.33,9.98,1.0,3.2,7.3,1
07061290,4035,11,2008-11-17,2019-12-31,27.7,2.0144285748672948,0.4266764451117454,0.16935125023140074,3979,3918,0.9444585546496674,30.5,0.013989391643008046,E. Fk. Black R. bl Lower Taum Sauk Reservoir,226.4,37.493611,-90.838333,MO,Non-ref,EastHghlnds,3.0,33.46,19.91,2.0,4.7,4.7,1
07086000,6825,18,2000-01-01,2019-12-31,16.25,1.1255827996852135,0.27980651580965915,0.060443988679174644,6677,6592,0.9575372282373166,17.5,0.01598894376055195,"ARKANSAS RIVER AT GRANITE, CO.",1116.5,39.042771,-106.265855,CO,Non-ref,WestMnts,5.0,162.73,155.46,2.0,5.1,11.3,1
07096000,7048,18,2000-01-01,2019-12-31,21.55,1.6195931355091397,0.16227064390504004,0.03722572037636503,6941,6822,0.9478329616721176,23.4,0.006934642901924788,"ARKANSAS RIVER AT CANON CITY, CO.",7940.4,38.433887,-105.257213,CO,Non-ref,WestMnts,20.0,26.16,24.62,5.0,15.3,30.1,1
07097000,7025,19,2000-01-01,2019-12-31,22.9,1.725218234019435,0.17679419371233493,0.05435309412423176,6833,6767,0.9411913887690031,24.5,0.007216089539278977,"ARKANSAS RIVER AT PORTLAND, CO.",10246.7,38.388334,-105.016096,CO,Non-ref,WestMnts,37.0,21.85,20.19,13.0,8.4,8.4,1
07099400,4044,11,2008-09-30,2019-12-31,17.400000000000002,1.1551405670521633,0.6597583379757286,0.13575652744041225,3953,3892,0.9590516945064826,19.099999999999998,0.03454232135998579,"ARKANSAS RIVER ABOVE PUEBLO, CO.",11952.3,38.271669,-104.718033,CO,Non-ref,WestMnts,52.0,71.36,52.7,21.0,0.7,0.7,1
07106000,6541,16,2000-01-01,2019-12-31,23.05,1.7735370898481309,0.04716230395593766,-0.024862649194536658,6042,5892,0.9310542035135135,24.7,0.0019094050184590146,"FOUNTAIN CREEK NEAR FOUNTAIN, CO.",1768.5,38.601665,-104.67025,CO,Non-ref,WestPlains,63.0,67.92,52.96,28.0,2.3,2.3,1
07106500,7088,19,2000-01-01,2019-12-31,24.6,1.7581808749689762,0.032370108498293956,-0.014504011132217073,6868,6806,0.9451249573127462,25.1,0.0012896457569041416,"FOUNTAIN CREEK AT PUEBLO, CO.",2404.4,38.28778,-104.601085,CO,Non-ref,WestPlains,65.0,50.35,39.18,28.0,2.4,36.6,1
07109500,7029,19,2000-01-01,2019-12-31,23.7,1.6555547587898416,0.1587898445878458,0.003945297929176445,6882,6771,0.9428949198917763,26.0,0.006107301714917147,"ARKANSAS RIVER NEAR AVONDALE, CO.",16200.6,38.248058,-104.399136,CO,Non-ref,WestMnts,130.0,61.94,45.94,52.0,10.1,23.4,1
07119700,7117,20,2000-01-01,2019-12-31,26.15,1.9862165254003914,0.07120200855249577,-0.011037871246969456,6915,6849,0.9352303368736083,28.0,0.002542928876874849,"ARKANSAS RIVER AT CATLIN DAM, NEAR FOWLER, CO.",28168.7,38.125839,-103.911901,CO,Non-ref,WestMnts,177.0,41.71,29.21,54.0,31.0,64.2,1
07177500,7175,20,2000-01-01,2019-12-31,29.5,2.577130260599712,0.17721654911117274,0.03949765812354269,7021,6959,0.9066914429523316,32.5,0.005452816895728392,"Bird Creek near Sperry, OK",2348.8,36.278425,-95.954162,OK,Non-ref,WestPlains,46.0,560.25,201.5,7.0,9.0,14.4,1
