criterion,c,method,released_units,released_networks,unit_coverage,network_coverage,network_balanced_regret,pooled_regret,selection_accuracy,top2_hit,top2_hit_pen_t09,abstention_cost_units,abstention_cost_networks,note
b_mean_width,0.7,oracle,1008,35,0.7,0.8333333333333334,0.0,0.0,1.0,1.0,,0.30000000000000004,0.16666666666666663,
b_mean_width,0.8,proposed,1152,36,0.8,0.8571428571428571,0.06620604839891198,0.0683748782985779,0.4991319444444444,0.9730902777777778,0.8923611111111112,0.19999999999999996,0.1428571428571429,
b_mean_width,0.8,best_fixed,1152,36,0.8,0.8571428571428571,0.05622255689514729,0.07223436567199189,0.5494791666666666,0.9661458333333334,,0.19999999999999996,0.1428571428571429,
b_mean_width,0.8,global_cv,1152,36,0.8,0.8571428571428571,0.05622255689514729,0.07223436567199189,0.5494791666666666,0.9661458333333334,,0.19999999999999996,0.1428571428571429,
b_mean_width,0.8,per_net_cv,1152,36,0.8,0.8571428571428571,0.024896670958592933,0.02523490956319297,0.6744791666666666,0.9748263888888888,,0.19999999999999996,0.1428571428571429,
b_mean_width,0.8,gap_rule,1152,36,0.8,0.8571428571428571,0.07681032908287055,0.07712137563752626,0.4600694444444444,0.9817708333333334,,0.19999999999999996,0.1428571428571429,
b_mean_width,0.8,random,1152,36,0.8,0.8571428571428571,0.19691098283887387,0.20837534853735132,0.3283854166666667,0.6647569444444443,,0.19999999999999996,0.1428571428571429,
b_mean_width,0.8,oracle,1152,36,0.8,0.8571428571428571,0.0,0.0,1.0,1.0,,0.19999999999999996,0.1428571428571429,
b_mean_width,0.9,proposed,1296,42,0.9,1.0,0.0701630935307623,0.07065777782265523,0.5061728395061729,0.9699074074074074,0.8896604938271605,0.09999999999999998,0.0,
b_mean_width,0.9,best_fixed,1296,42,0.9,1.0,0.06371679132879605,0.07933661256947921,0.5354938271604939,0.9529320987654321,,0.09999999999999998,0.0,
b_mean_width,0.9,global_cv,1296,42,0.9,1.0,0.06371679132879605,0.07933661256947921,0.5354938271604939,0.9529320987654321,,0.09999999999999998,0.0,
b_mean_width,0.9,per_net_cv,1296,42,0.9,1.0,0.026886149800584066,0.026281556536414123,0.6658950617283951,0.9691358024691358,,0.09999999999999998,0.0,
b_mean_width,0.9,gap_rule,1296,42,0.9,1.0,0.07636252427718163,0.07759953641556214,0.470679012345679,0.9799382716049383,,0.09999999999999998,0.0,
b_mean_width,0.9,random,1296,42,0.9,1.0,0.19222380022965463,0.2054026139938668,0.32878086419753083,0.6649691358024692,,0.09999999999999998,0.0,
b_mean_width,0.9,oracle,1296,42,0.9,1.0,0.0,0.0,1.0,1.0,,0.09999999999999998,0.0,
b_mean_width,1.0,proposed,1440,42,1.0,1.0,0.08495302069947079,0.0931839673738707,0.5152777777777777,0.9722222222222222,0.8965277777777778,0.0,0.0,
b_mean_width,1.0,best_fixed,1440,42,1.0,1.0,0.08149852237862493,0.10394743535021787,0.54375,0.9555555555555556,,0.0,0.0,
b_mean_width,1.0,global_cv,1440,42,1.0,1.0,0.08149852237862493,0.10394743535021787,0.54375,0.9555555555555556,,0.0,0.0,
b_mean_width,1.0,per_net_cv,1440,42,1.0,1.0,0.03829553216443614,0.03691751595850134,0.66875,0.9715277777777778,,0.0,0.0,
b_mean_width,1.0,gap_rule,1440,42,1.0,1.0,0.09267099541749861,0.1023840668116925,0.48541666666666666,0.9798611111111111,,0.0,0.0,
b_mean_width,1.0,random,1440,42,1.0,1.0,0.26283744015123356,0.2785856691993947,0.33034722222222224,0.6642708333333334,,0.0,0.0,
b_mean_width,1.0,oracle,1440,42,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,
c_support_completeness,0.1,proposed,144,8,0.1,0.19047619047619047,0.013920863652202473,0.027545778248363524,0.7986111111111112,0.9930555555555556,0.9444444444444444,0.9,0.8095238095238095,
c_support_completeness,0.1,best_fixed,144,8,0.1,0.19047619047619047,0.14158851461347013,0.20330936953012327,0.3680555555555556,0.9861111111111112,,0.9,0.8095238095238095,
c_support_completeness,0.1,global_cv,144,8,0.1,0.19047619047619047,0.14158851461347013,0.20330936953012327,0.3680555555555556,0.9861111111111112,,0.9,0.8095238095238095,
c_support_completeness,0.1,per_net_cv,144,8,0.1,0.19047619047619047,0.16400275718677534,0.043893912769081694,0.7777777777777778,1.0,,0.9,0.8095238095238095,
c_support_completeness,0.1,gap_rule,144,8,0.1,0.19047619047619047,0.12068783233508476,0.14016483110857456,0.5972222222222222,0.9930555555555556,,0.9,0.8095238095238095,
c_support_completeness,0.1,random,144,8,0.1,0.19047619047619047,0.3759067882452958,0.33497641797230704,0.32673611111111117,0.6527777777777779,,0.9,0.8095238095238095,
c_support_completeness,0.1,oracle,144,8,0.1,0.19047619047619047,0.0,0.0,1.0,1.0,,0.9,0.8095238095238095,
c_support_completeness,0.2,proposed,288,32,0.2,0.7619047619047619,0.14351291032288155,0.06996573026454501,0.6944444444444444,0.9826388888888888,0.9270833333333334,0.8,0.23809523809523814,
